,NormMSE,Pearson,Spearman,split
BHLHE40+ctrl,0.35821226,0.9355312209809641,0.9684210526315788,1
HARS+ctrl,0.62762487,0.8820511467906521,0.8210526315789475,1
ATP5B+ctrl,0.1018747,0.948744061157313,0.9280701754385964,1
DERL2+ctrl,0.062912196,0.9884744120022175,0.9947368421052631,1
TELO2+ctrl,0.22033572,0.7816967929324843,0.9964912280701754,1
MRPL39+ctrl,0.08828775,0.9520797319037463,0.9578947368421052,1
MANF+ctrl,0.021421665,0.9926588547691138,1.0,1
TARS+ctrl,0.37034252,0.8216486890102083,0.9824561403508772,1
TTI1+ctrl,0.3796868,0.934280303924055,0.9385964912280702,1
SRP72+ctrl,0.058565475,0.9864964788408529,0.9982456140350877,1
SCYL1+ctrl,0.08887371,0.9683682253907588,0.9929824561403509,1
HYOU1+ctrl,0.05545077,0.9739678912002385,0.9982456140350877,1
TMED10+ctrl,0.008416917,0.9943495734944012,1.0,1
CCND3+ctrl,0.26775497,0.934235202193126,0.9964912280701754,1
COPB1+ctrl,0.15707707,0.9852694669293541,0.9864661654135337,1
CARS+ctrl,0.15673263,0.9931115789100715,0.8859649122807017,1
SPCS2+ctrl,0.012885372,0.9929142265152906,1.0,1
CREB1+ctrl,1.3761169,-0.5568976153099487,0.9443609022556391,2
SLMO2+ctrl,0.3105229,0.918517716953878,0.9333333333333333,2
TIMM23+ctrl,0.010199232,0.9954640393464926,0.9929824561403509,2
AMIGO3+ctrl,0.06072968,0.9752788975978468,1.0,2
QARS+ctrl,0.19563752,0.9755328275993719,0.9017543859649122,2
ATP5B+ctrl,0.020547599,0.9909841644353592,0.980701754385965,2
SYVN1+ctrl,0.08821958,0.9582342043335454,0.9964912280701754,2
MTHFD1+ctrl,0.34527493,0.8661799916051625,0.8912280701754386,2
TTI1+ctrl,0.2369068,0.9601069296128607,0.9649122807017543,2
SRP68+ctrl,0.11260962,0.95053490785367,0.9982456140350877,2
TIMM44+ctrl,0.46078727,0.8079672604021958,0.882456140350877,2
DDOST+ctrl,0.045804147,0.9938052767779582,0.9982456140350877,2
TMED10+ctrl,0.047036476,0.9883998947949615,0.9982456140350877,2
DNAJC19+ctrl,0.055031683,0.9839076309783047,0.9842105263157893,2
CARS+ctrl,0.3549774,0.9640773988664917,0.8228070175438595,2
P4HB+ctrl,0.033514816,0.991736771458373,0.9982456140350877,2
SPCS2+ctrl,0.023533734,0.9917035154345825,1.0,2
OST4+ctrl,0.059420124,0.9883083039772079,0.9982456140350877,3
EIF2B4+ctrl,0.029036207,0.9881058485845888,0.980701754385965,3
IER3IP1+ctrl,0.37115505,0.9258300934196713,0.9385964912280702,3
YIPF5+ctrl,0.21472274,0.9379995417935173,0.9894736842105263,3
DAD1+ctrl,0.04463782,0.9914672893201093,0.9894736842105263,3
SEL1L+ctrl,0.16092093,0.9660444756062072,0.9699248120300751,3
TTI2+ctrl,0.013877682,0.9936932693491868,1.0,3
DERL2+ctrl,0.10071932,0.9867149469486788,0.9947368421052631,3
SEC61B+ctrl,0.04672926,0.9776287203469575,0.9964912280701754,3
EIF2B2+ctrl,0.06689952,0.9867289193818192,0.9771929824561404,3
HSPA5+ctrl,0.81526595,0.7682538902345947,0.7157894736842104,3
TIMM44+ctrl,0.32097262,0.873496720546896,0.887719298245614,3
UFM1+ctrl,0.08580024,0.9836253697904649,0.9947368421052631,3
SEC61G+ctrl,0.16774605,0.9771745970001171,0.9298245614035087,3
DNAJC19+ctrl,0.098769546,0.9825584009727929,0.9842105263157893,3
TMED2+ctrl,0.015311944,0.9933377028549046,1.0,3
SPCS3+ctrl,0.0701777,0.9865574498668019,0.987719298245614,3
OST4+ctrl,0.041579045,0.9953342439573061,0.9982456140350877,4
SEC61A1+ctrl,0.42280215,0.864874924302501,0.7947368421052632,4
AMIGO3+ctrl,0.09073042,0.9590648005088662,0.9984962406015038,4
UFL1+ctrl,0.08040141,0.9773534062255552,0.9894736842105263,4
DDRGK1+ctrl,0.048836548,0.9930733482202836,0.9894736842105263,4
MTHFD1+ctrl,0.3636193,0.8662642559072555,0.9035087719298246,4
HSPA9+ctrl,0.5853533,0.7836920694261197,0.8263157894736841,4
SEC61B+ctrl,0.021017347,0.9901806252722357,0.9964912280701754,4
TARS+ctrl,0.3969732,0.8024256371853893,0.9824561403508772,4
HSPA5+ctrl,0.8208516,0.7702337896470116,0.7157894736842104,4
SRP68+ctrl,0.115398355,0.941448646249698,1.0,4
PTDSS1+ctrl,0.03808882,0.9772959894848604,0.9964912280701754,4
HYOU1+ctrl,0.023034994,0.9961750260954472,1.0,4
SLC35B1+ctrl,0.036079027,0.9788282715231459,0.9982456140350877,4
UFM1+ctrl,0.059570413,0.9924902318727129,0.9947368421052631,4
PPWD1+ctrl,0.09279272,0.9429225395743799,0.975438596491228,4
TMED2+ctrl,0.02275583,0.988531127753651,0.9982456140350877,4
HARS+ctrl,0.66845423,0.8529244406390907,0.8035087719298245,5
DAD1+ctrl,0.08493556,0.9888739658067967,0.9736842105263157,5
IARS2+ctrl,0.04538799,0.9960146142267663,0.9789473684210527,5
DDRGK1+ctrl,0.03434321,0.9942636779643049,0.9929824561403509,5
STT3A+ctrl,0.26799303,0.9443174882381694,0.9894736842105262,5
SAMM50+ctrl,0.03145928,0.9904105546949182,0.9964912280701754,5
MRGBP+ctrl,1.1033633,-0.18683079249442655,0.9035087719298246,5
SYVN1+ctrl,0.06803,0.9615848621232892,0.9964912280701754,5
TMEM167A+ctrl,0.13932239,0.9605512872153711,0.9684210526315788,5
SLC39A7+ctrl,0.059295423,0.9722938186375045,0.9982456140350877,5
SEC63+ctrl,0.11888565,0.9206721081191306,0.987719298245614,5
ASCC3+ctrl,0.21815799,0.8977950131921073,0.9912280701754386,5
HSPA5+ctrl,0.85919285,0.7131445713041924,0.7112781954887217,5
KCTD16+ctrl,0.12780315,0.9909754216711631,0.9864661654135337,5
CHERP+ctrl,0.44354248,0.8474554968710267,0.8842105263157896,5
AARS+ctrl,0.19538306,0.9739114313555918,0.8614035087719297,5
CARS+ctrl,0.19975118,0.9827338102192831,0.8807017543859648,5
