,NormMSE,Pearson,Spearman,split
ELK1+ctrl,1.8681927,-0.3962559196137552,0.9774436090225563,1
YY1+ctrl,1.4618205,-0.5318594964492316,0.9413533834586465,1
OGG1+ctrl,0.27783448,0.9945174115441199,0.9413533834586465,1
AURKA+ctrl,0.14212185,0.9973813949153665,0.9804511278195487,1
CREB1+ctrl,2.8870287,-0.9294175371049921,0.8721804511278194,2
ELF1+ctrl,0.72328824,0.44420220053017767,0.9834586466165413,2
CIT+ctrl,0.21338412,0.9931418220221461,0.9413533834586465,2
AURKC+ctrl,0.024283128,0.9977187832986616,0.9909774436090225,2
GABPA+ctrl,1.0239786,-0.30567401238527525,0.9699248120300751,3
IRF1+ctrl,1.2124109,-0.6878641554231902,0.9428571428571428,3
CENPE+ctrl,0.18179049,0.9958587753599982,0.9609022556390976,3
AURKB+ctrl,0.15272799,0.99628524743892,0.9669172932330825,3
ELK1+ctrl,2.9248872,-0.4386906246168372,0.9759398496240601,4
YY1+ctrl,1.667009,-0.5313303777416182,0.9398496240601503,4
CENPE+ctrl,0.09955421,0.984106316504457,0.9864661654135337,4
TOR1AIP1+ctrl,0.45296422,0.9535433481373239,0.9428571428571428,4
GABPA+ctrl,0.60721743,0.7643662907355177,0.9804511278195487,5
IRF1+ctrl,1.1869988,-0.51869204308368,0.9398496240601503,5
OGG1+ctrl,0.29260093,0.9869349503561061,0.9383458646616539,5
ECT2+ctrl,0.3840735,0.9811578969381459,0.9203007518796992,5
IRF1+ctrl,1.2925937,-0.7394366335002327,0.932330827067669,6
E2F4+ctrl,2.4824822,-0.9493672375624105,0.9097744360902256,6
ECT2+ctrl,0.3314534,0.9926914881544945,0.956390977443609,6
AURKB+ctrl,0.23376265,0.9946487518078481,0.9699248120300751,6
GABPA+ctrl,0.8691002,0.2817240595479937,0.9759398496240601,7
IRF1+ctrl,0.9104151,0.09711262100385044,0.9684210526315788,7
E2F4+ctrl,2.275966,-0.9351677378521419,0.9037593984962405,7
RACGAP1+ctrl,0.6498882,0.9602053454747153,0.875187969924812,7
YY1+ctrl,1.3236678,-0.454070208744069,0.9443609022556391,8
ECT2+ctrl,0.6176792,0.9544183731444184,0.8857142857142858,8
AURKC+ctrl,0.010951275,0.9969410259945501,0.993984962406015,8
AURKB+ctrl,0.17255186,0.9927906661090184,0.9684210526315788,8
ELK1+ctrl,2.1174142,-0.004587451036990535,0.9729323308270676,9
E2F4+ctrl,3.1877089,-0.9244558524019948,0.8917293233082706,9
YY1+ctrl,2.5276847,-0.6461855707107198,0.9067669172932331,9
EGR1+ctrl,0.7969055,0.3280897337377872,0.9488721804511278,9
ELK1+ctrl,0.38350356,0.7876694721729185,0.9909774436090225,10
E2F4+ctrl,3.4603493,-0.9648803715254088,0.8616541353383457,10
EGR1+ctrl,0.3392659,0.9285066856250268,0.9834586466165413,10
TOR1AIP1+ctrl,0.5369527,0.981609635016293,0.9278195488721804,10
