,NormMSE,Pearson,Spearman,split
ACTB+ctrl,1.1959985,-0.11790859,0.9596491228070174,1
CCDC6+ctrl,2.1446254,-0.5051112,0.9518796992481202,1
CAMLG+ctrl,1.6668553,0.41590375,0.9263157894736842,1
RNF8+ctrl,0.4068992,0.8401928,0.9759398496240601,1
SACM1L+ctrl,1.045883,0.059947908,0.9924812030075187,1
GTF3C2+ctrl,0.38934278,0.85970485,0.9293233082706768,1
UBR4+ctrl,1.1361395,-0.020897195,0.9759398496240601,1
NBPF12+ctrl,1.5140374,0.38560176,0.9398496240601503,1
ZBTB14+ctrl,1.0444682,-0.08940538,0.6451127819548872,1
PPA1+ctrl,0.5742362,0.6813223,0.9699248120300751,1
IK+ctrl,0.09806305,0.96706206,0.9924812030075187,1
INTS3+ctrl,0.1868092,0.9732204,0.8943212366185493,1
LMO2+ctrl,1.1117017,0.002711296,0.9684210526315788,1
LTBP4+ctrl,1.3453413,-0.70412576,0.9548872180451128,1
SPCS3+ctrl,0.12866703,0.93189776,0.9684210526315788,1
SERF2+ctrl,0.6024011,0.6482004,0.9249671798739337,1
DDX59+ctrl,0.44439784,0.91776603,0.9789473684210527,1
METTL21A+ctrl,1.2034537,-0.056662172,0.7428571428571428,1
TSR1+ctrl,0.93084913,0.90058273,0.813533834586466,1
BCL2L1+ctrl,1.6003398,0.05738496,0.9849624060150375,1
UBE2M+ctrl,0.18342714,0.9502558,0.9894736842105262,1
IPO13+ctrl,0.34774294,0.9703002,0.9499812631196197,1
CPSF3+ctrl,0.16626908,0.9390587,0.9398496240601503,1
SF3A2+ctrl,0.14992875,0.97593504,0.993984962406015,1
MED24+ctrl,0.21720515,0.9161442,0.8616541353383457,1
PUF60+ctrl,0.4314593,0.9236407,0.8425893710151242,1
UNC45A+ctrl,0.704997,0.7244185,0.7533834586466165,1
PRORP+ctrl,0.25456235,0.8480077,0.9669172932330825,1
MRPL34+ctrl,0.54618347,0.87789536,0.9488721804511278,1
GART+ctrl,0.6662105,0.61070704,0.8019764561752054,1
GAR1+ctrl,0.055183865,0.9766808,0.10391578049680583,1
EIF3J+ctrl,0.4480027,0.7705685,0.9624060150375938,1
EIF2B3+ctrl,0.07187291,0.9907436,0.8886448832301087,1
SAMD4B+ctrl,0.5878696,0.5849271,0.9248120300751879,1
SNRNP200+ctrl,0.11798405,0.9892698,0.9383458646616539,1
BCAR1+ctrl,2.0437574,0.30799478,0.9774436090225563,1
RBM10+ctrl,0.64342767,0.7432199,0.932330827067669,1
NCL+ctrl,0.03944061,0.98273915,0.04938340729196993,1
CDC27+ctrl,0.1049242,0.9796857,0.711329019471309,1
PPP1R7+ctrl,0.58144313,0.8430562,0.9348415824217023,1
RCCD1+ctrl,0.503329,0.71916485,0.9789473684210527,1
PAF1+ctrl,0.08471961,0.96464825,0.9469726130384807,1
LIN52+ctrl,0.61545956,0.7677015,0.9849624060150375,1
SUPT20H+ctrl,0.71138984,0.55917466,0.9488721804511278,1
CASC3+ctrl,0.72619367,0.301803,0.9233082706766916,1
RPL26+ctrl,0.0041877786,0.9957105,0.4986832475090373,1
MRPL32+ctrl,0.17990719,0.8901721,0.9909774436090225,1
TTK+ctrl,0.057344496,0.9607589,0.6887218045112782,1
NPLOC4+ctrl,0.45616496,0.7421162,0.8601503759398496,1
MEX3A+ctrl,0.44359496,0.81288666,0.918796992481203,1
CENPW+ctrl,0.7457327,0.6387773,0.9684210526315788,1
CCNK+ctrl,1.9419955,-0.123509474,0.9879699248120299,1
CLOCK+ctrl,1.1416467,-0.11185626,0.7729323308270677,1
SYS1+ctrl,0.06288329,0.98247886,0.9443609022556391,1
HNRNPA1+ctrl,1.304918,-0.5403322,0.9403508771929823,1
INTS8+ctrl,0.19337776,0.9832312,0.9639097744360902,1
CENPP+ctrl,0.13226447,0.9343816,0.8317656788526947,1
CAPZB+ctrl,0.77441317,0.4739911,0.9593984962406013,1
GNB1L+ctrl,1.0316849,0.6979859,0.9804511278195487,1
CCT3+ctrl,0.03571897,0.99166584,0.6150375939849623,1
DHX9+ctrl,0.78840315,0.37984583,0.9548872180451128,1
PSMA3+ctrl,0.024064934,0.99033004,0.746331631880431,1
MVK+ctrl,0.9940861,0.24472037,0.9022556390977443,1
SLC2A8+ctrl,0.5928178,0.80718315,0.9289207125516472,1
ORC6+ctrl,0.56072766,0.8986368,0.8829668877152455,1
TFRC+ctrl,3.610431,0.15608759,0.8992481203007519,1
UFL1+ctrl,0.75834185,0.59848505,0.9714285714285714,1
RBM15+ctrl,0.8723439,0.36795694,0.9263157894736842,1
SNRPA1+ctrl,0.059563786,0.988418,-0.35576665548499686,1
CDC16+ctrl,0.21230693,0.9816741,0.9849624060150375,1
NEDD1+ctrl,0.5203617,0.8152443,0.9503759398496241,1
GTF2A1+ctrl,0.35180822,0.9179569,0.851217199772422,1
DDX1+ctrl,0.5977134,0.8244469,0.9157894736842105,1
CCDC59+ctrl,0.0046594464,0.99362046,0.7894736842105263,1
NIFK+ctrl,0.5539521,0.74733335,0.8307793089616567,1
ICE1+ctrl,0.83551997,0.34477025,0.8740128485708614,1
UBE2H+ctrl,0.72675025,0.60293627,0.9804511278195487,1
LSM4+ctrl,0.1689513,0.9888262,0.8932330827067668,1
PALB2+ctrl,1.5849559,-0.7270024,0.9171697148196342,1
USP14+ctrl,0.6405604,0.6165081,0.9368421052631578,1
RFT1+ctrl,0.13003117,0.8956748,0.9954887218045112,1
SMG9+ctrl,0.6733549,0.22981055,0.8285714285714285,1
TAF6L+ctrl,0.9978747,0.31839967,0.9578947368421054,1
PSMG3+ctrl,0.4877271,0.80787516,0.9714285714285714,1
DHDDS+ctrl,1.2044841,-0.31961516,0.9233082706766916,1
U2AF1+ctrl,0.5829012,0.9119773,0.9533834586466164,1
YTHDC1+ctrl,0.805353,0.64442295,0.9203007518796992,1
