,NormMSE,Pearson,Spearman,split
ACTB+ctrl,1.8086438,-0.61739784,0.9631578947368421,1
CCDC6+ctrl,1.3317151,-0.30051312,0.9458646616541352,1
CAMLG+ctrl,1.2488232,-0.05660368,0.875187969924812,1
RNF8+ctrl,0.89327276,0.838217,0.9639097744360902,1
SACM1L+ctrl,0.064587206,0.96255046,0.9203007518796992,1
GTF3C2+ctrl,0.3049253,0.9493068,0.956390977443609,1
UBR4+ctrl,0.72969943,0.5316543,0.9804511278195487,1
NBPF12+ctrl,1.4873143,0.05534047,0.9488721804511278,1
ZBTB14+ctrl,1.1138171,-0.5436023,0.6300751879699248,1
PPA1+ctrl,0.62369055,0.8500912,0.9834586466165413,1
IK+ctrl,0.32536867,0.9238863,0.9533834586466164,1
INTS3+ctrl,0.15800905,0.9780813,0.8928169115779798,1
LMO2+ctrl,1.3339627,-0.32950446,0.9714285714285714,1
LTBP4+ctrl,0.9120603,0.16028656,0.9097744360902256,1
SPCS3+ctrl,0.49049565,0.75192153,0.9233082706766916,1
SERF2+ctrl,1.068445,-0.3522833,0.9574375647461686,1
DDX59+ctrl,0.2708588,0.8911869,0.837593984962406,1
METTL21A+ctrl,0.8917222,0.33859125,0.8345864661654135,1
TSR1+ctrl,0.6008948,0.89461875,0.900751879699248,1
BCL2L1+ctrl,4.024721,-0.43770114,0.9789473684210527,1
UBE2M+ctrl,0.9367914,0.30606908,0.9383458646616539,1
IPO13+ctrl,0.7431522,0.9237373,0.9462204505181959,1
CPSF3+ctrl,0.16545601,0.92230403,0.9548872180451128,1
SF3A2+ctrl,0.5088271,0.9747335,0.9834586466165413,1
MED24+ctrl,0.20868815,0.8626052,0.7744360902255639,1
PUF60+ctrl,0.22749595,0.9522199,0.7859637412426024,1
UNC45A+ctrl,0.8575422,0.76950365,0.7774436090225564,1
PRORP+ctrl,0.7931393,0.30951163,0.9308270676691727,1
MRPL34+ctrl,0.7282142,0.6963178,0.8902255639097743,1
GART+ctrl,0.78561234,0.5097737,0.7271454767582919,1
GAR1+ctrl,1.2089746,-0.6315715,0.9292179212540465,1
EIF3J+ctrl,0.4202583,0.7947874,0.9639097744360902,1
EIF2B3+ctrl,0.0075957086,0.99467707,0.5375659786404735,1
SAMD4B+ctrl,0.9894744,0.40193605,0.9097744360902256,1
SNRNP200+ctrl,0.0474478,0.9892024,0.8962406015037594,1
BCAR1+ctrl,2.206588,-0.09369615,0.9834586466165413,1
RBM10+ctrl,0.31886056,0.84809095,0.9338345864661652,1
NCL+ctrl,0.04341041,0.98693407,0.07936619029066597,1
