,NormMSE,1-PCC,split,subgroup,Method
A549_HOXA13+ctrl_1+1,0.465484082698822,0.029143437583115883,2,single,biolord
A549_IKZF3+ctrl_1+1,0.6066129803657532,0.06885193090420216,2,single,biolord
A549_ISL2+ctrl_1+1,4.829135417938232,1.6098848686087877,2,single,biolord
A549_KIF18B+ctrl_1+1,1.846022129058838,1.3609701580717228,2,single,biolord
A549_MAP2K3+ctrl_1+1,0.6781740188598633,0.48461910733021796,2,single,biolord
A549_MAPK1+ctrl_1+1,1.4900367259979248,1.7728660239372402,2,single,biolord
A549_NIT1+ctrl_1+1,0.7328673601150513,0.26547763917187694,2,single,biolord
A549_ctrl+BAK1_1+1,1.087737798690796,0.7954537934856489,2,single,biolord
A549_ctrl+CEBPA_1+1,0.2617540955543518,0.0543369275983423,2,single,biolord
A549_ctrl+CNN1_1+1,0.5684226751327515,0.10842908165068366,2,single,biolord
A549_ctrl+ETS2_1+1,3.5020182132720947,1.6856225121300668,2,single,biolord
A549_ctrl+FOXA1_1+1,0.5156490206718445,0.2241663238964975,2,single,biolord
A549_ctrl+FOXL2_1+1,0.5670130252838135,0.34241073956218315,2,single,biolord
A549_ctrl+IKZF3_1+1,0.626038134098053,0.07916191723779775,2,single,biolord
A549_ctrl+ISL2_1+1,3.9469873905181885,1.608143932535313,2,single,biolord
A549_ctrl+MAPK1_1+1,1.482646107673645,1.7753778815967962,2,single,biolord
A549_ctrl+PRTG_1+1,0.48848411440849304,0.04779673763550818,2,single,biolord
A549_ctrl+SLC38A2_1+1,1.2515733242034912,1.331467395517393,2,single,biolord
A549_ctrl+UBASH3A_1+1,0.4582328498363495,0.15298003408679506,2,single,biolord
A549_PRTG+ctrl_1+1,0.4977516531944275,0.044376649864716455,2,single,biolord
A549_PTPN13+ctrl_1+1,0.8312068581581116,0.5617711096128915,2,single,biolord
A549_SGK1+ctrl_1+1,0.8258635997772217,0.2604625280946493,2,single,biolord
A549_SLC6A9+ctrl_1+1,0.37562137842178345,0.16973098809830844,2,single,biolord
A549_UBASH3A+ctrl_1+1,0.4462966322898865,0.1286829907039646,2,single,biolord
A549_CNN1+MAPK1_1+1,1.453324317932129,0.9932132693938911,2,seen0,biolord
A549_CNN1+UBASH3A_1+1,0.6962674260139465,0.06724021237459965,2,seen0,biolord
A549_ETS2+CNN1_1+1,1.1086931228637695,0.14559160475619137,2,seen0,biolord
A549_ETS2+IKZF3_1+1,0.10825445502996445,0.09717948202887783,2,seen0,biolord
A549_ETS2+MAPK1_1+1,2.3935327529907227,1.6289588502113475,2,seen0,biolord
A549_ETS2+PRTG_1+1,0.5035299062728882,0.16096411571197677,2,seen0,biolord
A549_FOSB+IKZF3_1+1,0.6346717476844788,0.31030264393484686,2,seen0,biolord
A549_FOXA1+FOXL2_1+1,0.15433746576309204,0.039384308736771345,2,seen0,biolord
A549_MAP2K3+IKZF3_1+1,0.8453190326690674,0.5541195870464435,2,seen0,biolord
A549_MAP2K3+SLC38A2_1+1,1.0565203428268433,0.7144959840225056,2,seen0,biolord
A549_MAPK1+IKZF3_1+1,0.30750980973243713,0.11642261360339035,2,seen0,biolord
A549_MAPK1+PRTG_1+1,0.7511745095252991,0.44972615549340844,2,seen0,biolord
A549_BCL2L11+BAK1_1+1,0.7190487384796143,0.46148890411132015,2,seen1,biolord
A549_BPGM+SAMD1_1+1,0.10019128769636154,0.04462491878075525,2,seen1,biolord
A549_BPGM+ZBTB1_1+1,0.050114523619413376,0.03919963179214392,2,seen1,biolord
A549_C3orf72+FOXL2_1+1,0.2860509157180786,0.1313148493090921,2,seen1,biolord
A549_CBL+CNN1_1+1,0.29105144739151,0.05919656407786533,2,seen1,biolord
A549_CBL+UBASH3A_1+1,0.2776263356208801,0.05543516855686903,2,seen1,biolord
A549_CEBPB+CEBPA_1+1,0.04709376022219658,0.016163346241228282,2,seen1,biolord
A549_CEBPB+MAPK1_1+1,0.30772000551223755,0.10743378312326968,2,seen1,biolord
A549_CEBPE+CEBPA_1+1,0.07159310579299927,0.030153893923852593,2,seen1,biolord
A549_CEBPE+CNN1_1+1,0.5964187383651733,0.24411404703278095,2,seen1,biolord
A549_DUSP9+ETS2_1+1,1.3246169090270996,0.0314630755019607,2,seen1,biolord
A549_DUSP9+MAPK1_1+1,2.453963279724121,0.2541116909123957,2,seen1,biolord
A549_DUSP9+PRTG_1+1,0.021064046770334244,0.00855264812707901,2,seen1,biolord
A549_ETS2+CEBPE_1+1,0.8823797702789307,0.5793347174767405,2,seen1,biolord
A549_ETS2+IGDCC3_1+1,1.8553093671798706,0.14091445947997272,2,seen1,biolord
A549_ETS2+MAP7D1_1+1,1.6402944326400757,1.360785057360772,2,seen1,biolord
A549_FEV+ISL2_1+1,0.09441366046667099,0.047804124653339386,2,seen1,biolord
A549_FOSB+CEBPB_1+1,0.23396025598049164,0.06323953880928457,2,seen1,biolord
A549_FOSB+CEBPE_1+1,0.1411205381155014,0.037752735894173384,2,seen1,biolord
A549_FOSB+OSR2_1+1,0.29165133833885193,0.17346466353046708,2,seen1,biolord
A549_FOSB+PTPN12_1+1,0.25773558020591736,0.14415645156987011,2,seen1,biolord
A549_FOSB+UBASH3B_1+1,1.2090169191360474,0.9683535532531096,2,seen1,biolord
A549_FOXA1+FOXF1_1+1,0.1411021649837494,0.029578446119558066,2,seen1,biolord
A549_FOXA1+HOXB9_1+1,0.0882570818066597,0.03847999060235452,2,seen1,biolord
A549_FOXA3+FOXA1_1+1,0.13218091428279877,0.028591403548489325,2,seen1,biolord
A549_FOXA3+FOXL2_1+1,0.16302789747714996,0.06756245289216167,2,seen1,biolord
A549_FOXF1+FOXL2_1+1,0.23292864859104156,0.07118195411749184,2,seen1,biolord
A549_FOXL2+HOXB9_1+1,0.10412760823965073,0.048837905400432646,2,seen1,biolord
A549_FOXL2+MEIS1_1+1,0.11568622291088104,0.05937255755998194,2,seen1,biolord
A549_IGDCC3+MAPK1_1+1,1.0328844785690308,0.5055360592959914,2,seen1,biolord
A549_IGDCC3+PRTG_1+1,0.03236735612154007,0.017364150378853083,2,seen1,biolord
A549_JUN+CEBPA_1+1,0.14688165485858917,0.05990452226251364,2,seen1,biolord
A549_KIF18B+KIF2C_1+1,0.5571706295013428,0.23284119997515518,2,seen1,biolord
A549_KLF1+BAK1_1+1,0.018026335164904594,0.015319865419769485,2,seen1,biolord
A549_KLF1+CEBPA_1+1,0.2107982039451599,0.11238041066098958,2,seen1,biolord
A549_KLF1+FOXA1_1+1,0.09206046164035797,0.0752355901786359,2,seen1,biolord
A549_MAP2K3+ELMSAN1_1+1,0.3449056148529053,0.12662256765179336,2,seen1,biolord
A549_MAP2K3+MAP2K6_1+1,0.06987004727125168,0.03416750254109502,2,seen1,biolord
A549_MAP2K6+IKZF3_1+1,0.5878918170928955,0.1830583642295096,2,seen1,biolord
A549_MAPK1+TGFBR2_1+1,1.7488967180252075,1.6456934076704783,2,seen1,biolord
A549_POU3F2+FOXL2_1+1,0.044158678501844406,0.017018248327076435,2,seen1,biolord
A549_PTPN12+UBASH3A_1+1,0.2844819128513336,0.04637536546215415,2,seen1,biolord
A549_SGK1+S1PR2_1+1,0.0991753414273262,0.05247338814660907,2,seen1,biolord
A549_SGK1+TBX2_1+1,0.08669386804103851,0.03123060503276065,2,seen1,biolord
A549_SGK1+TBX3_1+1,0.048641592264175415,0.02099995179742109,2,seen1,biolord
A549_TGFBR2+ETS2_1+1,3.79197096824646,1.5217509144567885,2,seen1,biolord
A549_TGFBR2+PRTG_1+1,0.24475756287574768,0.038250459590926766,2,seen1,biolord
A549_TMSB4X+BAK1_1+1,0.1331370323896408,0.07034180543269031,2,seen1,biolord
A549_UBASH3B+CNN1_1+1,0.3738669753074646,0.050978282728465274,2,seen1,biolord
A549_UBASH3B+UBASH3A_1+1,0.1592668890953064,0.01819057564716786,2,seen1,biolord
A549_ZC3HAV1+CEBPA_1+1,0.23523159325122833,0.03888266975991428,2,seen1,biolord
A549_ZNF318+FOXL2_1+1,0.14189818501472473,0.06076258176472038,2,seen1,biolord
A549_CDKN1B+CDKN1A_1+1,0.14925464987754822,0.0060105230659246445,2,seen2,biolord
A549_CDKN1C+CDKN1A_1+1,0.14982904493808746,0.0076184142380952835,2,seen2,biolord
A549_CEBPB+PTPN12_1+1,0.1014498695731163,0.023095096461474895,2,seen2,biolord
A549_CEBPE+RUNX1T1_1+1,0.33935967087745667,0.006451471708714962,2,seen2,biolord
A549_DUSP9+KLF1_1+1,0.04222872108221054,0.01803700183154433,2,seen2,biolord
A549_FEV+MAP7D1_1+1,0.05459054559469223,0.012790562468580902,2,seen2,biolord
A549_FOXA3+FOXF1_1+1,0.02645943872630596,0.011741818161681294,2,seen2,biolord
A549_KLF1+TGFBR2_1+1,0.020602205768227577,0.006162742451124359,2,seen2,biolord
A549_MAP2K6+ELMSAN1_1+1,0.02471478097140789,0.010674986056983471,2,seen2,biolord
A549_PTPN12+PTPN9_1+1,0.03585897758603096,0.014254370471462607,2,seen2,biolord
A549_SAMD1+PTPN12_1+1,0.036031730473041534,0.017823170172050595,2,seen2,biolord
A549_SAMD1+UBASH3B_1+1,0.03044370748102665,0.016188595909625292,2,seen2,biolord
A549_SET+CEBPE_1+1,0.434043288230896,0.06305404286831617,2,seen2,biolord
A549_SNAI1+DLX2_1+1,0.3086300492286682,0.17657818249426782,2,seen2,biolord
A549_UBASH3B+PTPN9_1+1,0.09165651351213455,0.01572807226330042,2,seen2,biolord
A549_ZC3HAV1+HOXC13_1+1,0.09947097301483154,0.04413960035890341,2,seen2,biolord
A549_AHR+ctrl_1+1,0.45762428641319275,0.22657037572935224,3,single,biolord
A549_ARID1A+ctrl_1+1,0.5743159055709839,0.17304927750956267,3,single,biolord
A549_ARRDC3+ctrl_1+1,0.449782133102417,0.22892223205417395,3,single,biolord
A549_ATL1+ctrl_1+1,0.3279236853122711,0.05257549398811534,3,single,biolord
A549_CBFA2T3+ctrl_1+1,0.5407400131225586,0.15838572989741806,3,single,biolord
A549_CDKN1C+ctrl_1+1,0.5337198376655579,0.14024260267615318,3,single,biolord
A549_CITED1+ctrl_1+1,0.5960623621940613,0.05291867273626849,3,single,biolord
A549_CKS1B+ctrl_1+1,0.9078101515769958,0.5220225071534514,3,single,biolord
A549_CLDN6+ctrl_1+1,0.6264539361000061,0.10746424202807248,3,single,biolord
A549_CNN1+ctrl_1+1,0.5758664011955261,0.11599390173796564,3,single,biolord
A549_COL1A1+ctrl_1+1,0.4260414242744446,0.08234546997118741,3,single,biolord
A549_CSRNP1+ctrl_1+1,3.783597707748413,1.776052018336486,3,single,biolord
A549_FOXO4+ctrl_1+1,0.38753122091293335,0.10668712528422475,3,single,biolord
A549_GLB1L2+ctrl_1+1,0.8951974511146545,0.44496544064895716,3,single,biolord
A549_HK2+ctrl_1+1,0.35966774821281433,0.22207151426300697,3,single,biolord
A549_HOXB9+ctrl_1+1,0.2969176769256592,0.1312270155758597,3,single,biolord
A549_KIF18B+ctrl_1+1,0.8664677739143372,0.6056484050350264,3,single,biolord
A549_LYL1+ctrl_1+1,1.0313776731491089,0.9604165428609122,3,single,biolord
A549_MAP4K3+ctrl_1+1,0.2722894549369812,0.12323739466955885,3,single,biolord
A549_MAPK1+ctrl_1+1,1.224144458770752,1.6554454394499771,3,single,biolord
A549_NCL+ctrl_1+1,0.5865488648414612,0.41684984759194776,3,single,biolord
A549_ctrl+CBFA2T3_1+1,0.5619778037071228,0.1628767717629671,3,single,biolord
A549_ctrl+CLDN6_1+1,0.6602674722671509,0.11022183741442859,3,single,biolord
A549_ctrl+CNN1_1+1,0.6501314043998718,0.10856396390590817,3,single,biolord
A549_ctrl+HOXB9_1+1,0.3163001239299774,0.13864368619397283,3,single,biolord
A549_ctrl+MAPK1_1+1,1.220921516418457,1.654983949731104,3,single,biolord
A549_ctrl+PRTG_1+1,0.5949664115905762,0.07283697096863762,3,single,biolord
A549_ctrl+PTPN12_1+1,0.6042037010192871,0.18658118540770374,3,single,biolord
A549_ctrl+SET_1+1,0.9280238151550293,0.3556566746956378,3,single,biolord
A549_ctrl+UBASH3B_1+1,0.7431321740150452,0.37184258780325763,3,single,biolord
A549_PLK4+ctrl_1+1,0.2593429982662201,0.17899504327215254,3,single,biolord
A549_PRTG+ctrl_1+1,0.6043587327003479,0.07150775346963201,3,single,biolord
A549_PTPN12+ctrl_1+1,0.560598611831665,0.1760830974963028,3,single,biolord
A549_SET+ctrl_1+1,0.9223070740699768,0.3493625596383936,3,single,biolord
A549_UBASH3B+ctrl_1+1,0.7582682967185974,0.40877204210846685,3,single,biolord
A549_CNN1+MAPK1_1+1,1.0046947002410889,0.551077276468277,3,seen0,biolord
A549_MAPK1+PRTG_1+1,0.7308249473571777,0.45951886085094884,3,seen0,biolord
A549_UBASH3B+CNN1_1+1,0.7106100916862488,0.1714967130101286,3,seen0,biolord
A549_UBASH3B+PTPN12_1+1,0.6311213374137878,0.18004403298255056,3,seen0,biolord
A549_AHR+FEV_1+1,0.281295508146286,0.12522330600768328,3,seen1,biolord
A549_AHR+KLF1_1+1,0.04967055097222328,0.050377372914226726,3,seen1,biolord
A549_CBL+CNN1_1+1,0.3328431248664856,0.06274340617528651,3,seen1,biolord
A549_CBL+PTPN12_1+1,0.19205424189567566,0.024339476483874023,3,seen1,biolord
A549_CBL+UBASH3B_1+1,0.3247969448566437,0.028466592943004798,3,seen1,biolord
A549_CDKN1C+CDKN1A_1+1,0.0465010404586792,0.0160549683496356,3,seen1,biolord
A549_CDKN1C+CDKN1B_1+1,0.04792698472738266,0.020803754217922688,3,seen1,biolord
A549_CEBPB+MAPK1_1+1,0.22839149832725525,0.07747994473902509,3,seen1,biolord
A549_CEBPB+PTPN12_1+1,0.2960068881511688,0.13668849226087332,3,seen1,biolord
A549_CEBPE+CNN1_1+1,0.7058932781219482,0.28310020148273907,3,seen1,biolord
A549_CEBPE+PTPN12_1+1,1.167824149131775,0.11659563658758998,3,seen1,biolord
A549_CNN1+UBASH3A_1+1,0.6922307014465332,0.08989174875750905,3,seen1,biolord
A549_DUSP9+MAPK1_1+1,2.0039219856262207,0.23984528332948685,3,seen1,biolord
A549_DUSP9+PRTG_1+1,0.030834883451461792,0.008879659231752157,3,seen1,biolord
A549_ETS2+CNN1_1+1,0.7031169533729553,0.31464905897155404,3,seen1,biolord
A549_ETS2+MAPK1_1+1,0.9758334755897522,0.7841731340158731,3,seen1,biolord
A549_ETS2+PRTG_1+1,0.6813704967498779,0.4479043164756149,3,seen1,biolord
A549_FEV+CBFA2T3_1+1,0.26739853620529175,0.038892960288876566,3,seen1,biolord
A549_FOSB+PTPN12_1+1,0.8795480728149414,0.5551722623349633,3,seen1,biolord
A549_FOSB+UBASH3B_1+1,1.1612119674682617,0.697401518591505,3,seen1,biolord
A549_FOXA1+HOXB9_1+1,0.03652951866388321,0.017591229938261677,3,seen1,biolord
A549_FOXA3+HOXB9_1+1,0.05177188292145729,0.0191159866808448,3,seen1,biolord
A549_FOXF1+HOXB9_1+1,0.2735438644886017,0.13020821358077228,3,seen1,biolord
A549_FOXL2+HOXB9_1+1,0.06458457559347153,0.03279601066606119,3,seen1,biolord
A549_IGDCC3+MAPK1_1+1,0.9039133191108704,0.49092845153063536,3,seen1,biolord
A549_IGDCC3+PRTG_1+1,0.03413219749927521,0.016594462795183063,3,seen1,biolord
A549_IRF1+SET_1+1,0.25835976004600525,0.2571206798602361,3,seen1,biolord
A549_KIF18B+KIF2C_1+1,0.5683995485305786,0.27669127535045845,3,seen1,biolord
A549_KLF1+CLDN6_1+1,0.12880226969718933,0.10491793817345751,3,seen1,biolord
A549_LYL1+CEBPB_1+1,0.18204933404922485,0.10562022891826928,3,seen1,biolord
A549_MAPK1+IKZF3_1+1,0.42304757237434387,0.10351751352936844,3,seen1,biolord
A549_MAPK1+TGFBR2_1+1,1.4916050434112549,1.575119114597328,3,seen1,biolord
A549_PLK4+STIL_1+1,0.20074902474880219,0.11465936593594961,3,seen1,biolord
A549_POU3F2+CBFA2T3_1+1,0.14531581103801727,0.07388740463647991,3,seen1,biolord
A549_PRDM1+CBFA2T3_1+1,0.05879869684576988,0.02366166841238737,3,seen1,biolord
A549_PTPN12+OSR2_1+1,0.3530499339103699,0.0962233948357607,3,seen1,biolord
A549_PTPN12+PTPN9_1+1,0.3597574234008789,0.14094917167676613,3,seen1,biolord
A549_PTPN12+SNAI1_1+1,0.1818346381187439,0.06846448557917029,3,seen1,biolord
A549_PTPN12+UBASH3A_1+1,0.6458522081375122,0.11803212901577353,3,seen1,biolord
A549_PTPN12+ZBTB25_1+1,0.1876276731491089,0.02513333485694602,3,seen1,biolord
A549_SAMD1+PTPN12_1+1,0.47145992517471313,0.11318909755209461,3,seen1,biolord
A549_SAMD1+UBASH3B_1+1,0.4969883859157562,0.049316487507894635,3,seen1,biolord
A549_SET+CEBPE_1+1,0.48325788974761963,0.24977964209392667,3,seen1,biolord
A549_SET+KLF1_1+1,0.12570282816886902,0.09048822485783603,3,seen1,biolord
A549_SNAI1+UBASH3B_1+1,0.08427077531814575,0.03427317750174552,3,seen1,biolord
A549_TGFBR2+PRTG_1+1,0.30995213985443115,0.03935247007757425,3,seen1,biolord
A549_UBASH3B+OSR2_1+1,0.2988658845424652,0.06625756400171667,3,seen1,biolord
A549_UBASH3B+PTPN9_1+1,0.3462197184562683,0.0887053101323545,3,seen1,biolord
A549_UBASH3B+UBASH3A_1+1,0.5497139096260071,0.18950710585340858,3,seen1,biolord
A549_UBASH3B+ZBTB25_1+1,0.21672138571739197,0.040215807646745816,3,seen1,biolord
A549_ZBTB10+PTPN12_1+1,0.36950570344924927,0.11568837283175526,3,seen1,biolord
A549_BCL2L11+BAK1_1+1,0.7223052978515625,0.3868694204102212,3,seen2,biolord
A549_BPGM+ZBTB1_1+1,0.05124907195568085,0.039961589929589536,3,seen2,biolord
A549_CEBPB+OSR2_1+1,0.06582571566104889,0.02389740594662726,3,seen2,biolord
A549_CEBPE+RUNX1T1_1+1,0.33935967087745667,0.006451471708714962,3,seen2,biolord
A549_DUSP9+IGDCC3_1+1,0.11514944583177567,0.005318440496921539,3,seen2,biolord
A549_DUSP9+SNAI1_1+1,0.07387793064117432,0.03544898610562086,3,seen2,biolord
A549_ETS2+CEBPE_1+1,0.07442804425954819,0.025354566983878613,3,seen2,biolord
A549_ETS2+IGDCC3_1+1,0.2573886513710022,0.09417364175897092,3,seen2,biolord
A549_FEV+ISL2_1+1,0.08243568241596222,0.016614379361271858,3,seen2,biolord
A549_FOSB+CEBPB_1+1,0.21328116953372955,0.09699615719728172,3,seen2,biolord
A549_FOSB+OSR2_1+1,0.3086378574371338,0.2052605306598707,3,seen2,biolord
A549_FOXA3+FOXA1_1+1,0.0416744165122509,0.013686990132555366,3,seen2,biolord
A549_JUN+CEBPA_1+1,0.028274668380618095,0.007664893288165331,3,seen2,biolord
A549_JUN+CEBPB_1+1,0.03885859251022339,0.011481021298095584,3,seen2,biolord
A549_KLF1+CEBPA_1+1,0.19928498566150665,0.012188327498733997,3,seen2,biolord
A549_KLF1+MAP2K6_1+1,0.06501162797212601,0.03778802883607568,3,seen2,biolord
A549_SAMD1+TGFBR2_1+1,0.2966001033782959,0.0491342298919335,3,seen2,biolord
A549_SAMD1+ZBTB1_1+1,0.03227826580405235,0.012427995687176008,3,seen2,biolord
A549_ZBTB10+SNAI1_1+1,0.5255232453346252,0.19772088222089224,3,seen2,biolord
A549_AHR+ctrl_1+1,0.6711517572402954,0.43070302647538483,4,single,biolord
A549_ARID1A+ctrl_1+1,0.5634264945983887,0.1385400125873275,4,single,biolord
A549_ATL1+ctrl_1+1,0.48789235949516296,0.11352712172083557,4,single,biolord
A549_C3orf72+ctrl_1+1,0.7422753572463989,0.2927667599869892,4,single,biolord
A549_CLDN6+ctrl_1+1,0.5670502185821533,0.0729395294765709,4,single,biolord
A549_FOXF1+ctrl_1+1,1.426413893699646,0.7726340908557177,4,single,biolord
A549_FOXO4+ctrl_1+1,0.6717538237571716,0.19706191925797611,4,single,biolord
A549_HOXB9+ctrl_1+1,0.3576016128063202,0.1186696101212874,4,single,biolord
A549_IGDCC3+ctrl_1+1,0.46005988121032715,0.05908904783427715,4,single,biolord
A549_JUN+ctrl_1+1,0.5876473188400269,0.12684683510451578,4,single,biolord
A549_KIF2C+ctrl_1+1,0.2500670552253723,0.13490393711254,4,single,biolord
A549_LHX1+ctrl_1+1,0.7850273847579956,0.32867997491848655,4,single,biolord
A549_LYL1+ctrl_1+1,0.6110495328903198,0.36207781009579776,4,single,biolord
A549_MAML2+ctrl_1+1,1.323198914527893,0.903755720006302,4,single,biolord
A549_MAP2K3+ctrl_1+1,1.0982435941696167,0.9220596426166594,4,single,biolord
A549_NCL+ctrl_1+1,0.5005514025688171,0.3016813855501823,4,single,biolord
A549_ctrl+CLDN6_1+1,0.6076757907867432,0.08079747996089282,4,single,biolord
A549_ctrl+FOXF1_1+1,1.423369288444519,0.7616407629102468,4,single,biolord
A549_ctrl+HOXB9_1+1,0.3849763870239258,0.11412018490955234,4,single,biolord
A549_ctrl+IGDCC3_1+1,0.44273462891578674,0.06192836770787835,4,single,biolord
A549_ctrl+KIF2C_1+1,0.47991788387298584,0.14904067013412714,4,single,biolord
A549_ctrl+PRTG_1+1,0.5630820393562317,0.08476340305060148,4,single,biolord
A549_ctrl+SET_1+1,0.7436025738716125,0.2544732545502484,4,single,biolord
A549_ctrl+SNAI1_1+1,2.236574649810791,1.260993406031048,4,single,biolord
A549_ctrl+SPI1_1+1,0.13307978212833405,0.05738949897931889,4,single,biolord
A549_ctrl+TGFBR2_1+1,0.16400301456451416,0.08188871113816276,4,single,biolord
A549_ctrl+UBASH3A_1+1,0.7433789372444153,0.07586800795979798,4,single,biolord
A549_PLK4+ctrl_1+1,0.27716803550720215,0.1721307042753324,4,single,biolord
A549_PRTG+ctrl_1+1,0.5691958069801331,0.07669535538298078,4,single,biolord
A549_PTPN1+ctrl_1+1,0.5426868200302124,0.07023625128931599,4,single,biolord
A549_SET+ctrl_1+1,0.7249351143836975,0.23834599391557276,4,single,biolord
A549_SNAI1+ctrl_1+1,2.689512252807617,1.2247402387438342,4,single,biolord
A549_SPI1+ctrl_1+1,0.19878645241260529,0.0479437101748772,4,single,biolord
A549_TGFBR2+ctrl_1+1,0.2378854602575302,0.10999220609664917,4,single,biolord
A549_TMSB4X+ctrl_1+1,1.1986725330352783,0.602764625713462,4,single,biolord
A549_UBASH3A+ctrl_1+1,0.4501795470714569,0.055251183453947306,4,single,biolord
A549_ZC3HAV1+ctrl_1+1,1.2317073345184326,1.36094808956841,4,single,biolord
A549_FOXF1+HOXB9_1+1,0.20225007832050323,0.07624037424102426,4,seen0,biolord
A549_IGDCC3+PRTG_1+1,0.28829532861709595,0.04888159374240786,4,seen0,biolord
A549_TGFBR2+IGDCC3_1+1,0.20301799476146698,0.05222333798883483,4,seen0,biolord
A549_TGFBR2+PRTG_1+1,0.297616183757782,0.05259450478479266,4,seen0,biolord
A549_AHR+FEV_1+1,0.3755491375923157,0.1898276888532564,4,seen1,biolord
A549_AHR+KLF1_1+1,0.05479464679956436,0.07209095856524073,4,seen1,biolord
A549_BCL2L11+TGFBR2_1+1,0.0929637923836708,0.036241563298972324,4,seen1,biolord
A549_C3orf72+FOXL2_1+1,0.185641810297966,0.08625420839962317,4,seen1,biolord
A549_CBL+TGFBR2_1+1,0.031537558883428574,0.01176741300150752,4,seen1,biolord
A549_CBL+UBASH3A_1+1,0.20660223066806793,0.035084552597254515,4,seen1,biolord
A549_CEBPE+SPI1_1+1,0.01971360482275486,0.007468020543456078,4,seen1,biolord
A549_CNN1+UBASH3A_1+1,0.07957640290260315,0.043578512108069845,4,seen1,biolord
A549_DUSP9+IGDCC3_1+1,0.015300598926842213,0.008143900893628597,4,seen1,biolord
A549_DUSP9+PRTG_1+1,0.025161013007164,0.007725848816335201,4,seen1,biolord
A549_DUSP9+SNAI1_1+1,0.21646563708782196,0.09207800554577261,4,seen1,biolord
A549_ETS2+IGDCC3_1+1,0.8219545483589172,0.5103063351998571,4,seen1,biolord
A549_ETS2+PRTG_1+1,0.8638557195663452,0.5951376654556952,4,seen1,biolord
A549_FOXA1+FOXF1_1+1,0.11053663492202759,0.04080322431400418,4,seen1,biolord
A549_FOXA1+HOXB9_1+1,0.043763648718595505,0.02103122547850944,4,seen1,biolord
A549_FOXA3+FOXF1_1+1,0.0887906402349472,0.04592348914593458,4,seen1,biolord
A549_FOXA3+HOXB9_1+1,0.0625540018081665,0.019948334549553692,4,seen1,biolord
A549_FOXF1+FOXL2_1+1,0.18966460227966309,0.059661594656063244,4,seen1,biolord
A549_FOXL2+HOXB9_1+1,0.06539586931467056,0.029943817702587694,4,seen1,biolord
A549_IGDCC3+MAPK1_1+1,0.3546195924282074,0.18515954399481416,4,seen1,biolord
A549_IGDCC3+ZBTB25_1+1,0.4948066174983978,0.07701669610105455,4,seen1,biolord
A549_IRF1+SET_1+1,0.23101498186588287,0.2174002539322828,4,seen1,biolord
A549_JUN+CEBPA_1+1,0.01789694093167782,0.005123606417328119,4,seen1,biolord
A549_JUN+CEBPB_1+1,0.1311747431755066,0.03407691766278731,4,seen1,biolord
A549_KIF18B+KIF2C_1+1,0.22006100416183472,0.08260297654805981,4,seen1,biolord
A549_KLF1+CLDN6_1+1,0.10667180269956589,0.08855982805471285,4,seen1,biolord
A549_KLF1+TGFBR2_1+1,0.02599530667066574,0.008487835764753981,4,seen1,biolord
A549_LHX1+ELMSAN1_1+1,0.4322695732116699,0.16225003101862967,4,seen1,biolord
A549_LYL1+CEBPB_1+1,0.1756366342306137,0.09546090790536255,4,seen1,biolord
A549_MAP2K3+ELMSAN1_1+1,0.17285741865634918,0.05538812023587525,4,seen1,biolord
A549_MAP2K3+IKZF3_1+1,0.04394029080867767,0.030319930374389514,4,seen1,biolord
A549_MAP2K3+MAP2K6_1+1,0.09362427890300751,0.03471616096794605,4,seen1,biolord
A549_MAP2K3+SLC38A2_1+1,0.4287664592266083,0.11711995024234056,4,seen1,biolord
A549_MAP2K6+SPI1_1+1,0.4119444787502289,0.19681280059739947,4,seen1,biolord
A549_MAPK1+PRTG_1+1,0.6921837329864502,0.42205330706201494,4,seen1,biolord
A549_MAPK1+TGFBR2_1+1,0.06709959357976913,0.029881885740906,4,seen1,biolord
A549_PLK4+STIL_1+1,0.16879959404468536,0.0845755620393902,4,seen1,biolord
A549_PTPN12+SNAI1_1+1,0.4850923418998718,0.22254521772265434,4,seen1,biolord
A549_PTPN12+UBASH3A_1+1,0.06918815523386002,0.03676157153677195,4,seen1,biolord
A549_SAMD1+TGFBR2_1+1,0.03337743133306503,0.014689088347950019,4,seen1,biolord
A549_SET+CEBPE_1+1,0.5196652412414551,0.2882287974935025,4,seen1,biolord
A549_SET+KLF1_1+1,0.1178176999092102,0.07052764995751204,4,seen1,biolord
A549_SNAI1+DLX2_1+1,0.6665792465209961,0.4138210844976129,4,seen1,biolord
A549_SNAI1+UBASH3B_1+1,0.25288456678390503,0.11716289987089112,4,seen1,biolord
A549_TGFBR2+C19orf26_1+1,0.09157303720712662,0.033615917003771756,4,seen1,biolord
A549_TGFBR2+ETS2_1+1,0.1091296598315239,0.030168436467647552,4,seen1,biolord
A549_TMSB4X+BAK1_1+1,1.0858031511306763,0.6246763219241984,4,seen1,biolord
A549_UBASH3B+UBASH3A_1+1,0.88080894947052,0.022692940896376967,4,seen1,biolord
A549_ZBTB10+SNAI1_1+1,0.4450607895851135,0.25482200444093905,4,seen1,biolord
A549_ZC3HAV1+CEBPA_1+1,0.04219072312116623,0.007378148380666971,4,seen1,biolord
A549_ZC3HAV1+CEBPE_1+1,0.73492032289505,0.10450882138684392,4,seen1,biolord
