,NormMSE,1-PCC,split,Method
LSM6+ctrl,0.19051395,0.011565339890010629,5,Scouter
RTCB+ctrl,1.5758778,1.1664956673084144,5,Scouter
RPL21+ctrl,0.062613435,0.010013008120394407,5,Scouter
UQCC2+ctrl,1.1022011,0.9259842817023733,5,Scouter
RPS28+ctrl,0.08423217,0.1531089090614275,5,Scouter
PRPF6+ctrl,0.10410506,0.12842499928815132,5,Scouter
MED7+ctrl,0.269596,0.02187835045058284,5,Scouter
COPS4+ctrl,0.33495066,0.09260890281333478,5,Scouter
PRPF4+ctrl,0.39346665,0.16148494560644955,5,Scouter
ORC5+ctrl,0.28831238,0.11943846029562266,5,Scouter
CCDC86+ctrl,0.2235307,0.097681679540215,5,Scouter
RPS21+ctrl,0.096066296,0.2186082377610884,5,Scouter
POLE+ctrl,0.09218279,0.03344223109009681,5,Scouter
RBM14+ctrl,1.1328669,1.5268843785484796,5,Scouter
TRMT10C+ctrl,1.174804,0.7636939824688965,5,Scouter
CWC15+ctrl,0.33495668,0.1413814242324375,5,Scouter
SRSF2+ctrl,0.6292525,0.12691593221065622,5,Scouter
DHDDS+ctrl,1.0156052,0.8983890191422627,5,Scouter
DIS3+ctrl,0.48667952,0.10216781754950888,5,Scouter
POLR2D+ctrl,0.0501665,0.023621806466980422,5,Scouter
CCT6A+ctrl,0.09099659,0.03157013537889641,5,Scouter
RRP9+ctrl,0.056680538,0.13245356976093503,5,Scouter
EXOSC8+ctrl,0.17855313,0.01910982712589515,5,Scouter
CTDP1+ctrl,0.46894687,0.22409774085315248,5,Scouter
GBF1+ctrl,0.74210906,0.18525789709418938,5,Scouter
NOP2+ctrl,0.41461572,0.1300276556420391,5,Scouter
MED21+ctrl,0.11065514,0.04034923426880943,5,Scouter
COG3+ctrl,0.83844984,0.6011108535122497,5,Scouter
SART3+ctrl,0.89343137,0.6949485783337548,5,Scouter
RPL32+ctrl,0.029193649,0.006684321069450383,5,Scouter
TEX10+ctrl,0.6428356,0.30394751549407883,5,Scouter
MAT2A+ctrl,1.2554154,1.1217212231063383,5,Scouter
E4F1+ctrl,2.1499214,1.6872580647204396,5,Scouter
RNPS1+ctrl,1.0819529,1.0067474421939486,5,Scouter
RPL4+ctrl,0.046243373,0.009803933854210412,5,Scouter
TRMT112+ctrl,1.5337701,1.1665340874978407,5,Scouter
ALG13+ctrl,1.25423,1.0804647096659479,5,Scouter
PCID2+ctrl,0.70957226,0.31888377663605094,5,Scouter
RPL23A+ctrl,0.030117078,0.007483215692058454,5,Scouter
SEC61G+ctrl,0.49844867,0.22820099486978596,5,Scouter
NLE1+ctrl,0.3437612,0.09023951758953264,5,Scouter
PSMD6+ctrl,0.18729888,0.01820773294479361,5,Scouter
NDUFB8+ctrl,0.6697979,0.24987784851053407,5,Scouter
DHX16+ctrl,0.542801,0.25285618926554043,5,Scouter
RANGAP1+ctrl,0.80294055,0.7443379811249062,5,Scouter
MMS22L+ctrl,1.2982762,0.7778725510232544,5,Scouter
FCF1+ctrl,0.09393788,0.09373074488820876,5,Scouter
LSM4+ctrl,0.10095605,0.037048151243553984,5,Scouter
IGBP1+ctrl,0.54040873,0.2625360805064392,5,Scouter
SNRNP27+ctrl,0.7729193,0.2633284514859038,5,Scouter
GFM1+ctrl,1.815335,0.5715889042153701,5,Scouter
EIF5+ctrl,0.26087674,0.1068369546003366,5,Scouter
CCT3+ctrl,0.05916792,0.02785614429577077,5,Scouter
TAF7+ctrl,0.70930034,0.3579542503882911,5,Scouter
SNRPD1+ctrl,0.08337485,0.02526233496801822,5,Scouter
KCTD10+ctrl,1.0574286,0.7459751950042723,5,Scouter
ALYREF+ctrl,0.87985754,0.4688498882667207,5,Scouter
MED22+ctrl,0.39064765,0.4242870389434079,5,Scouter
RFC3+ctrl,0.07556223,0.035720647641296566,5,Scouter
CHMP2A+ctrl,0.1722529,0.06047197482903599,5,Scouter
PFN1+ctrl,1.425162,1.0683022540703622,5,Scouter
NEDD1+ctrl,0.63403475,0.28203384255085107,5,Scouter
PSMG3+ctrl,0.46675286,0.3311906419241174,5,Scouter
PRMT5+ctrl,0.6719213,0.4646441242732404,5,Scouter
CUL1+ctrl,1.0118543,0.7705514246147348,5,Scouter
GPN3+ctrl,0.21931255,0.03086769982884119,5,Scouter
NUP62+ctrl,0.4080016,0.06547611697324596,5,Scouter
RPL13A+ctrl,1.237822,0.34148446297702595,5,Scouter
BANP+ctrl,1.1016378,1.0517415929404788,5,Scouter
KANSL1+ctrl,0.41820273,0.047069742534708414,5,Scouter
THOC1+ctrl,0.56291246,0.33363220944124616,5,Scouter
RBM8A+ctrl,0.8052117,0.14513170986321733,5,Scouter
POLR3D+ctrl,1.4090887,0.6161272084104168,5,Scouter
CMTR1+ctrl,1.5605123,1.554288820187017,5,Scouter
SYF2+ctrl,0.94960225,0.6946389931112379,5,Scouter
CSTF1+ctrl,0.9432614,0.7456441911130842,5,Scouter
PPAN+ctrl,0.2975819,0.11899063794938636,5,Scouter
MCM3AP+ctrl,0.37490466,0.24911237730631508,5,Scouter
ATR+ctrl,0.6544525,0.2928850806263018,5,Scouter
GOLT1B+ctrl,1.0461932,0.5773892673084839,5,Scouter
NUBP1+ctrl,0.32390672,0.15293561176551473,5,Scouter
RPL27A+ctrl,0.04746672,0.006490365383587382,5,Scouter
UTP20+ctrl,0.018727427,0.034381293785697986,5,Scouter
TMA16+ctrl,1.2578249,0.9628081684334583,5,Scouter
EIF3CL+ctrl,0.2248139,0.03759023292901975,5,Scouter
EIF2B3+ctrl,0.042621955,0.024260566341863243,5,Scouter
PSMB6+ctrl,0.09351365,0.005738581773276574,5,Scouter
KIN+ctrl,0.81111085,0.9620928483375709,5,Scouter
RPLP1+ctrl,0.30726278,0.13548970846919672,5,Scouter
MRPL50+ctrl,0.25972152,0.18912342850170427,5,Scouter
SS18L2+ctrl,1.7241452,1.414115933418487,5,Scouter
ECD+ctrl,0.71379834,0.4613482107510364,5,Scouter
RBBP4+ctrl,0.8516789,0.6041314096275849,5,Scouter
UBA1+ctrl,0.60397434,0.4366598195975844,5,Scouter
ABT1+ctrl,0.57175463,0.6735966244090027,5,Scouter
EIF2B1+ctrl,0.2765973,0.05139316570742403,5,Scouter
RPL38+ctrl,0.029323786,0.008509493836345583,5,Scouter
SRRM2+ctrl,0.8194237,0.4867720891695587,5,Scouter
CTR9+ctrl,0.1424838,0.037029002382957255,5,Scouter
RPL37A+ctrl,0.07498196,0.005799752271327785,5,Scouter
SMC3+ctrl,0.5338838,0.1180718676392506,5,Scouter
SNRPA1+ctrl,0.26756856,0.011192514325898184,5,Scouter
WDR82+ctrl,0.66059726,0.4529873975169335,5,Scouter
POLR3C+ctrl,0.8450727,0.6044770948949882,5,Scouter
STRAP+ctrl,1.8725582,1.7536046000560028,5,Scouter
RPLP0+ctrl,0.10401779,0.03474326774191405,5,Scouter
TANGO6+ctrl,1.183843,1.4977048253246759,5,Scouter
GATA1+ctrl,1.0593264,1.118068432174242,5,Scouter
EXOSC3+ctrl,0.2668647,0.036696634494111424,5,Scouter
ACTR6+ctrl,0.6375625,0.31624923809909855,5,Scouter
ATP6V0C+ctrl,0.47531846,0.2766261812052224,5,Scouter
NEPRO+ctrl,0.4799449,0.20791827187926604,5,Scouter
MRPL36+ctrl,0.24723752,0.08397448236222005,5,Scouter
CSTF3+ctrl,0.7765757,0.36324047010960303,5,Scouter
CEBPZ+ctrl,0.28316796,0.11007455556252344,5,Scouter
GLE1+ctrl,0.45500556,0.25380769563339955,5,Scouter
YEATS2+ctrl,2.0494006,0.7683482597736875,5,Scouter
PSMA2+ctrl,0.6883801,0.44163227162873353,5,Scouter
RACGAP1+ctrl,0.6047366,1.3102411404376726,5,Scouter
RPS16+ctrl,0.03277657,0.04394441274746885,5,Scouter
RPL11+ctrl,0.088884525,0.0025009332174031895,5,Scouter
ATP6V0B+ctrl,0.6541058,0.14799051322259738,5,Scouter
FAM50A+ctrl,0.7623414,0.27549989509099115,5,Scouter
THOC7+ctrl,0.24406226,0.09813601505916603,5,Scouter
EIF3J+ctrl,0.31956592,0.23754111186362314,5,Scouter
MIOS+ctrl,0.83896136,0.6698731271610237,5,Scouter
TADA3+ctrl,0.24297777,0.3346137855950372,5,Scouter
ARL2+ctrl,1.1675608,0.8583386390573728,5,Scouter
RPL35+ctrl,0.02928027,0.015615112881405158,5,Scouter
CPSF1+ctrl,0.7221476,0.3053503004708633,5,Scouter
CYCS+ctrl,0.7294332,0.45368442098537265,5,Scouter
SPC24+ctrl,0.13353738,0.0820497163863032,5,Scouter
PKM+ctrl,0.86854464,0.674450844834093,5,Scouter
POLR2H+ctrl,0.4444745,0.06136447746180118,5,Scouter
MED8+ctrl,0.095781356,0.06283046878127896,5,Scouter
NRBP1+ctrl,0.77848977,0.59054232781267,5,Scouter
PABPN1+ctrl,1.1052177,1.092704468843101,5,Scouter
ISG20L2+ctrl,0.46844172,0.15949806232897323,5,Scouter
POP1+ctrl,0.39536056,0.13331954653123101,5,Scouter
SNRNP70+ctrl,0.41864452,0.16457981912217168,5,Scouter
TPR+ctrl,0.23546739,0.0895433336674224,5,Scouter
PAM16+ctrl,0.51010257,0.2323884747471885,5,Scouter
SEC61A1+ctrl,0.45882455,0.2151921847458097,5,Scouter
DTYMK+ctrl,0.38090304,0.18472853092749542,5,Scouter
UBA2+ctrl,0.4301708,0.05307464037034115,5,Scouter
XRCC6+ctrl,1.0236096,0.9298549228775962,5,Scouter
WDTC1+ctrl,1.3477912,1.4515134759452908,5,Scouter
SEM1+ctrl,0.4714016,0.14856574118215993,5,Scouter
CHCHD4+ctrl,1.327777,0.802643171819762,5,Scouter
SNAPC2+ctrl,0.38703272,0.11608773107195769,5,Scouter
GRSF1+ctrl,1.5634748,0.5880278167469613,5,Scouter
CPSF6+ctrl,0.84502035,0.4237577105541269,5,Scouter
NOP58+ctrl,1.038531,1.2857466172680299,5,Scouter
DIMT1+ctrl,0.86724997,0.539201277573321,5,Scouter
SKA3+ctrl,1.238397,0.9670680959907443,5,Scouter
DDX21+ctrl,0.3287691,0.14120681765012155,5,Scouter
ATP1A1+ctrl,0.6513932,0.3500832541565909,5,Scouter
MRPL37+ctrl,0.19198698,0.1385516820540561,5,Scouter
HBS1L+ctrl,0.5004481,0.13147544210037287,5,Scouter
RPL12+ctrl,0.34793863,0.17515716932939662,5,Scouter
NUP133+ctrl,0.21131794,0.10779170646991354,5,Scouter
EPRS+ctrl,0.31725916,0.11556346439823018,5,Scouter
PES1+ctrl,0.23739806,0.11286856944683998,5,Scouter
HNRNPU+ctrl,0.88614535,0.7461671696025167,5,Scouter
SAP130+ctrl,0.6716733,0.3375025790421702,5,Scouter
DDX59+ctrl,1.9505742,1.8175724448360127,5,Scouter
NOP14+ctrl,0.39354986,0.2665361881019723,5,Scouter
XRCC5+ctrl,0.74418336,0.2361058790176005,5,Scouter
RPS15+ctrl,0.19147801,0.07380371035626765,5,Scouter
NOM1+ctrl,0.91409427,0.8116364553713207,5,Scouter
RRN3+ctrl,0.44404915,0.10303498142527945,5,Scouter
METTL16+ctrl,1.2591151,1.7712752027603935,5,Scouter
RBM48+ctrl,1.0971265,0.7375227277676886,5,Scouter
DDX20+ctrl,1.4014379,1.3832031316053959,5,Scouter
VPS35+ctrl,0.64608675,0.2478816320387811,5,Scouter
XRN2+ctrl,0.9920671,0.3679231590164814,5,Scouter
EXOC7+ctrl,0.9323323,0.48999784095582666,5,Scouter
FAU+ctrl,0.25380397,0.04891118793859284,5,Scouter
CHAF1A+ctrl,0.37502542,0.09856559605452242,5,Scouter
IPO13+ctrl,1.3676953,1.5070750735773033,5,Scouter
CACTIN+ctrl,0.7576476,0.41144999753661193,5,Scouter
UQCRC2+ctrl,0.39871982,0.2350247779581648,5,Scouter
PSMB2+ctrl,0.04879498,0.010898130902581182,5,Scouter
K562_ACTR8+ctrl_1+1,0.7074441909790039,0.4888967579463497,1,biolord
K562_ALG13+ctrl_1+1,1.1428824663162231,0.8326315234880894,1,biolord
K562_ANKRD11+ctrl_1+1,1.2636293172836304,0.9872108863200992,1,biolord
K562_AP2S1+ctrl_1+1,0.6968235969543457,0.34325956855900586,1,biolord
K562_ARGLU1+ctrl_1+1,1.9304132461547852,1.2596426466479897,1,biolord
K562_ARIH1+ctrl_1+1,0.7308503985404968,0.402238974624197,1,biolord
K562_ARPC4+ctrl_1+1,1.1904011964797974,0.9524875788774807,1,biolord
K562_ATP6AP1+ctrl_1+1,1.218928337097168,0.9319186294451356,1,biolord
K562_BGLAP+ctrl_1+1,0.08309957385063171,0.8465756085934117,1,biolord
K562_BMS1+ctrl_1+1,0.4780755639076233,0.09495214134221897,1,biolord
K562_BRIX1+ctrl_1+1,0.6091060042381287,0.6265735476044938,1,biolord
K562_BYSL+ctrl_1+1,0.16043739020824432,0.04383343207882717,1,biolord
K562_C1QBP+ctrl_1+1,0.735556423664093,0.5475949391257018,1,biolord
K562_CCDC86+ctrl_1+1,0.3647034764289856,0.06930258823558688,1,biolord
K562_CDC23+ctrl_1+1,0.3989258110523224,0.4402369412127882,1,biolord
K562_CDC40+ctrl_1+1,0.7327695488929749,0.3904734466850641,1,biolord
K562_CDC123+ctrl_1+1,0.8432509899139404,0.49017065996304154,1,biolord
K562_CENPC+ctrl_1+1,0.3770689368247986,0.4377074394651572,1,biolord
K562_CENPE+ctrl_1+1,1.1282529830932617,0.8807216307613999,1,biolord
K562_CHERP+ctrl_1+1,0.9184349179267883,0.6419030361576006,1,biolord
K562_CHMP6+ctrl_1+1,0.8281023502349854,0.12457518756855279,1,biolord
K562_CNIH4+ctrl_1+1,1.318688988685608,1.1862523993477225,1,biolord
K562_COG2+ctrl_1+1,1.2850490808486938,0.9556009492080193,1,biolord
K562_CPSF3+ctrl_1+1,0.7821019887924194,0.16163712413981557,1,biolord
K562_CPSF4+ctrl_1+1,0.7420117855072021,0.08927519619464874,1,biolord
K562_CSTF1+ctrl_1+1,0.8075392246246338,0.37594189975061454,1,biolord
K562_CSTF3+ctrl_1+1,0.9440280795097351,0.5117599600926042,1,biolord
K562_CTR9+ctrl_1+1,0.6373605132102966,0.1840865462900183,1,biolord
K562_CUL1+ctrl_1+1,1.4131863117218018,1.3674693994689733,1,biolord
K562_CWC15+ctrl_1+1,0.49765318632125854,0.09675406814221787,1,biolord
K562_CWC22+ctrl_1+1,0.8014077544212341,0.16918467524374137,1,biolord
K562_DAD1+ctrl_1+1,1.269571304321289,1.6488553583621979,1,biolord
K562_DBR1+ctrl_1+1,0.7527617812156677,0.3928183167008683,1,biolord
K562_DDOST+ctrl_1+1,1.3688137531280518,1.8137619629414985,1,biolord
K562_DDX5+ctrl_1+1,1.1657536029815674,1.141905712604057,1,biolord
K562_DDX41+ctrl_1+1,0.5224834084510803,0.14006183692254126,1,biolord
K562_DDX49+ctrl_1+1,0.9788640141487122,0.6883173780806828,1,biolord
K562_DDX52+ctrl_1+1,0.4297451674938202,0.13154835232853657,1,biolord
K562_DDX54+ctrl_1+1,0.22670696675777435,0.09659962193109095,1,biolord
K562_DERL2+ctrl_1+1,1.0245492458343506,0.46965462039224803,1,biolord
K562_DHX37+ctrl_1+1,0.9234092235565186,0.27392381406389177,1,biolord
K562_DLD+ctrl_1+1,0.7915976047515869,0.24643951933830976,1,biolord
K562_DNAJC8+ctrl_1+1,0.7935728430747986,0.7001980465138331,1,biolord
K562_DNTTIP2+ctrl_1+1,0.5479533672332764,0.16335795223130845,1,biolord
K562_DONSON+ctrl_1+1,1.038014531135559,0.6043397031580753,1,biolord
K562_DPH2+ctrl_1+1,0.9972458481788635,1.0717734984355047,1,biolord
K562_DYNC1H1+ctrl_1+1,0.16859833896160126,0.5917304417016567,1,biolord
K562_DYNLRB1+ctrl_1+1,0.2531488537788391,0.1518455023469869,1,biolord
K562_E4F1+ctrl_1+1,0.8847517967224121,0.8115252726129256,1,biolord
K562_EBNA1BP2+ctrl_1+1,0.26741594076156616,0.050492844078689814,1,biolord
K562_ECD+ctrl_1+1,0.5495665669441223,0.2121544610708952,1,biolord
K562_EIF2B3+ctrl_1+1,0.6650702357292175,0.3283864080440253,1,biolord
K562_EIF2S1+ctrl_1+1,0.8608202338218689,0.1292236031149514,1,biolord
K562_EIF3E+ctrl_1+1,0.6836032271385193,0.16382323298603296,1,biolord
K562_EIF3F+ctrl_1+1,0.6951561570167542,0.23590240717021516,1,biolord
K562_EIF3G+ctrl_1+1,0.5809653997421265,0.14970033673307626,1,biolord
K562_EIF3J+ctrl_1+1,0.8521859645843506,0.6465883850760292,1,biolord
K562_EIF3M+ctrl_1+1,0.6281512975692749,0.13423699303530157,1,biolord
K562_EIF5A+ctrl_1+1,0.7514444589614868,0.45709459856152534,1,biolord
K562_ELP5+ctrl_1+1,0.6384718418121338,0.3750983924837783,1,biolord
K562_EXOC7+ctrl_1+1,1.270594596862793,1.2121962551027536,1,biolord
K562_EXOSC2+ctrl_1+1,0.8993600010871887,0.30705464621132705,1,biolord
K562_EXOSC10+ctrl_1+1,0.4716334044933319,0.13656895947133307,1,biolord
K562_FAM50A+ctrl_1+1,0.7551533579826355,0.20135227998252958,1,biolord
K562_FASTKD5+ctrl_1+1,0.9773942828178406,0.8392671899055131,1,biolord
K562_FCF1+ctrl_1+1,0.17860914766788483,0.04008698269535671,1,biolord
K562_FTSJ3+ctrl_1+1,0.9407070279121399,0.42238102457486093,1,biolord
K562_GFER+ctrl_1+1,0.7592338919639587,0.1575511504725,1,biolord
K562_GFM1+ctrl_1+1,0.8084505796432495,0.6425804499303922,1,biolord
K562_GNL3+ctrl_1+1,0.466088205575943,0.1418574777781032,1,biolord
K562_GNL3L+ctrl_1+1,0.3090161085128784,0.16566721274284646,1,biolord
K562_GPKOW+ctrl_1+1,0.4452052414417267,0.09021700522862375,1,biolord
K562_GRPEL1+ctrl_1+1,0.571004331111908,0.12081945483532763,1,biolord
K562_GTF2E1+ctrl_1+1,0.7520533204078674,0.3543781640037196,1,biolord
K562_GTF2E2+ctrl_1+1,0.6155118942260742,0.42217662156326696,1,biolord
K562_HAUS5+ctrl_1+1,0.42723554372787476,0.43486839271827193,1,biolord
K562_HEATR1+ctrl_1+1,0.39139309525489807,0.044091479503549635,1,biolord
K562_HGS+ctrl_1+1,0.7729550004005432,0.35020006546983495,1,biolord
K562_HIRA+ctrl_1+1,0.7651012539863586,0.5200367110664956,1,biolord
K562_HNRNPH1+ctrl_1+1,0.8555738925933838,0.5247184503241442,1,biolord
K562_HNRNPM+ctrl_1+1,0.5789548754692078,0.4870289410373516,1,biolord
K562_HNRNPU+ctrl_1+1,0.9926660060882568,1.1345923894568841,1,biolord
K562_HSCB+ctrl_1+1,0.4835969805717468,0.18838372296886519,1,biolord
K562_HSD17B12+ctrl_1+1,0.5467128753662109,0.15531383780762553,1,biolord
K562_HSPA8+ctrl_1+1,1.0235097408294678,0.8750253876351053,1,biolord
K562_HSPE1+ctrl_1+1,0.7201750874519348,0.16878411767538637,1,biolord
K562_IGBP1+ctrl_1+1,0.38836830854415894,0.0773257784217094,1,biolord
K562_ISCU+ctrl_1+1,0.8591362237930298,0.4658829204563517,1,biolord
K562_KRI1+ctrl_1+1,0.6847232580184937,0.21848084777593613,1,biolord
K562_LSM4+ctrl_1+1,0.4282664954662323,0.08764328158576973,1,biolord
K562_MAGOH+ctrl_1+1,0.6957317590713501,0.17067676805891097,1,biolord
K562_MCM3AP+ctrl_1+1,0.918075442314148,0.6645508327055722,1,biolord
K562_MCM10+ctrl_1+1,0.9741421937942505,0.41023007500189124,1,biolord
K562_MDN1+ctrl_1+1,0.19686616957187653,0.10400634922552854,1,biolord
K562_MED8+ctrl_1+1,0.08262158930301666,0.021382989740232006,1,biolord
K562_MED20+ctrl_1+1,0.08167649060487747,0.048925849521765485,1,biolord
K562_MED26+ctrl_1+1,1.6865366697311401,0.15940769645385444,1,biolord
K562_MED31+ctrl_1+1,0.5085016489028931,0.19901203707559034,1,biolord
K562_MFAP1+ctrl_1+1,0.48241180181503296,0.17915341517073102,1,biolord
K562_MRPL3+ctrl_1+1,1.2997384071350098,0.4137742630118737,1,biolord
K562_MRPL4+ctrl_1+1,1.3855470418930054,0.7757345472928137,1,biolord
K562_MRPL18+ctrl_1+1,0.9448357820510864,0.49551336362492293,1,biolord
K562_MRPL32+ctrl_1+1,0.6838834881782532,0.560575380884984,1,biolord
K562_MRPL38+ctrl_1+1,1.372424602508545,0.5973987548495643,1,biolord
K562_MRPL49+ctrl_1+1,1.0963541269302368,1.309431846399093,1,biolord
K562_MRPL50+ctrl_1+1,2.0173752307891846,0.7254521729191765,1,biolord
K562_MRPL54+ctrl_1+1,1.808294653892517,1.1252721156924963,1,biolord
K562_MRPS11+ctrl_1+1,0.8165918588638306,0.19941468579054344,1,biolord
K562_MRPS14+ctrl_1+1,0.9562321305274963,0.7492743917391635,1,biolord
K562_MRPS18A+ctrl_1+1,2.02907133102417,0.7023434428265318,1,biolord
K562_MRPS24+ctrl_1+1,0.8799858689308167,0.4400844497140497,1,biolord
K562_MRPS26+ctrl_1+1,0.8788190484046936,0.168718914501369,1,biolord
K562_MRPS27+ctrl_1+1,1.1084082126617432,0.8779398463084362,1,biolord
K562_MTPAP+ctrl_1+1,0.9488233923912048,0.575984851049725,1,biolord
K562_MZT1+ctrl_1+1,1.3603053092956543,1.0058067847276106,1,biolord
K562_NAA15+ctrl_1+1,0.8958705067634583,0.6528548436472192,1,biolord
K562_NARS+ctrl_1+1,0.7024045586585999,0.1133830746402964,1,biolord
K562_NBAS+ctrl_1+1,0.9236364960670471,0.6173895646352321,1,biolord
K562_NCAPH+ctrl_1+1,0.6268385648727417,0.33817885955795646,1,biolord
K562_NDC80+ctrl_1+1,0.3204970955848694,0.20837633337941952,1,biolord
K562_NDUFA8+ctrl_1+1,2.532525062561035,0.9224337516352534,1,biolord
K562_NEDD1+ctrl_1+1,0.8636376261711121,0.4702402953989804,1,biolord
K562_NELFA+ctrl_1+1,1.0056432485580444,0.9016709334100597,1,biolord
K562_NFRKB+ctrl_1+1,1.0177112817764282,1.0752242084781756,1,biolord
K562_NOL6+ctrl_1+1,0.23071736097335815,0.022141797553558717,1,biolord
K562_NOP10+ctrl_1+1,0.3800049126148224,0.8117605086008552,1,biolord
K562_NRBP1+ctrl_1+1,1.1071038246154785,1.2096473838209931,1,biolord
K562_NSA2+ctrl_1+1,0.2849671542644501,0.07569943779571986,1,biolord
K562_NUBP1+ctrl_1+1,0.40218204259872437,0.15819553146138787,1,biolord
K562_NUDC+ctrl_1+1,0.6893429160118103,0.6730609515216202,1,biolord
K562_NUP54+ctrl_1+1,0.6908608078956604,0.1412947066128254,1,biolord
K562_NUTF2+ctrl_1+1,0.8705252408981323,0.42621048353612423,1,biolord
K562_OGFOD1+ctrl_1+1,0.9981642961502075,0.6222838990652235,1,biolord
K562_OPA1+ctrl_1+1,1.205877423286438,1.3310074247419834,1,biolord
K562_ORC5+ctrl_1+1,1.2039779424667358,1.374510033405386,1,biolord
K562_OXA1L+ctrl_1+1,0.8807519674301147,0.06487083675165195,1,biolord
K562_PAM16+ctrl_1+1,0.7617272734642029,0.2391938553773798,1,biolord
K562_PCF11+ctrl_1+1,0.6558032631874084,0.4735607164911926,1,biolord
K562_PDCD2+ctrl_1+1,0.8022966980934143,0.5739468673127703,1,biolord
K562_PET117+ctrl_1+1,1.137622356414795,1.12875205106684,1,biolord
K562_PGPEP1+ctrl_1+1,0.810691773891449,0.5769388374974369,1,biolord
K562_PHF5A+ctrl_1+1,0.5861178636550903,0.23666770639829338,1,biolord
K562_PIAS4+ctrl_1+1,0.6202520728111267,0.16736005248094443,1,biolord
K562_POLA1+ctrl_1+1,0.9581424593925476,0.32450898410752416,1,biolord
K562_POLD2+ctrl_1+1,0.864400327205658,0.3783905650489032,1,biolord
K562_POLE+ctrl_1+1,0.4487857520580292,0.09234183421358466,1,biolord
K562_POLR1E+ctrl_1+1,0.2893150746822357,0.07340926211327314,1,biolord
K562_POLR2E+ctrl_1+1,0.4021615982055664,0.5378821586782578,1,biolord
K562_POLR2F+ctrl_1+1,0.27096328139305115,0.34903680402203463,1,biolord
K562_POLR3B+ctrl_1+1,0.4722518026828766,0.17011135129723698,1,biolord
K562_POLR3C+ctrl_1+1,1.0859278440475464,0.8247639841865748,1,biolord
K562_POLR3D+ctrl_1+1,0.6323138475418091,0.3594374573440291,1,biolord
K562_POLR3F+ctrl_1+1,0.766965389251709,0.5365625552658457,1,biolord
K562_POP4+ctrl_1+1,0.15630777180194855,0.43151791201671585,1,biolord
K562_PPP1R11+ctrl_1+1,0.9851036667823792,1.006688459950965,1,biolord
K562_PPP4R2+ctrl_1+1,0.8599206209182739,0.6724647720402572,1,biolord
K562_PRELID1+ctrl_1+1,0.8522919416427612,0.6083728809608147,1,biolord
K562_PRPF3+ctrl_1+1,0.483617901802063,0.11060604394879192,1,biolord
K562_PRPF4B+ctrl_1+1,0.8419530987739563,0.33609442305896664,1,biolord
K562_PRPF8+ctrl_1+1,0.38624104857444763,0.1633723871782422,1,biolord
K562_PRPF31+ctrl_1+1,0.7074435353279114,0.11637794120429135,1,biolord
K562_PSMA2+ctrl_1+1,1.0788196325302124,0.9279597984568682,1,biolord
K562_PSMA3+ctrl_1+1,0.6379105448722839,0.09163391008041799,1,biolord
K562_PSMA6+ctrl_1+1,0.7837960124015808,0.07764909246907337,1,biolord
K562_PSMB1+ctrl_1+1,0.4730496108531952,0.2387230577878654,1,biolord
K562_PSMD1+ctrl_1+1,0.28138431906700134,0.11947306248475797,1,biolord
K562_PSMD4+ctrl_1+1,0.7402898669242859,0.5337058685254306,1,biolord
K562_PSMD7+ctrl_1+1,0.4076707661151886,0.05983536667190492,1,biolord
K562_PTCD1+ctrl_1+1,0.7559953331947327,0.3865833629242843,1,biolord
K562_PUF60+ctrl_1+1,0.7648045420646667,0.5247648335644044,1,biolord
K562_PWP2+ctrl_1+1,0.2901742458343506,0.06309383493498899,1,biolord
K562_QARS+ctrl_1+1,0.6806711554527283,0.053210810758173466,1,biolord
K562_RARS2+ctrl_1+1,0.3909602165222168,0.14218710886780173,1,biolord
K562_RBM19+ctrl_1+1,0.45953071117401123,0.07485673722112551,1,biolord
K562_RBM28+ctrl_1+1,0.6070597171783447,0.15279240251766169,1,biolord
K562_RBM39+ctrl_1+1,0.8714898228645325,0.6211858987808228,1,biolord
K562_RBM42+ctrl_1+1,0.8681641817092896,0.32284232921665534,1,biolord
K562_RBX1+ctrl_1+1,0.6816343665122986,0.214088529763103,1,biolord
K562_RCC1+ctrl_1+1,0.804938018321991,0.6017373965878505,1,biolord
K562_RFC3+ctrl_1+1,0.7257257699966431,0.19879013975150883,1,biolord
K562_RFC4+ctrl_1+1,0.6855095028877258,0.46410268952604383,1,biolord
K562_RIOK1+ctrl_1+1,0.5713439583778381,0.17458648081083084,1,biolord
K562_RNF40+ctrl_1+1,0.8716168403625488,0.8207061874563806,1,biolord
K562_RNGTT+ctrl_1+1,0.9469722509384155,0.6839569578005467,1,biolord
K562_RNMT+ctrl_1+1,1.0410308837890625,1.1188564673939254,1,biolord
K562_RPF1+ctrl_1+1,0.6562304496765137,0.16994233441073447,1,biolord
K562_RPL8+ctrl_1+1,0.21174460649490356,0.023350879549980164,1,biolord
K562_RPL9+ctrl_1+1,0.16202065348625183,0.02000030456110835,1,biolord
K562_RPL10+ctrl_1+1,0.25892072916030884,0.03481582552194595,1,biolord
K562_RPL10A+ctrl_1+1,0.11389254033565521,0.019247898482717574,1,biolord
K562_RPL11+ctrl_1+1,0.2900155186653137,0.033264607191085815,1,biolord
K562_RPL13+ctrl_1+1,0.8882632255554199,0.48771766666322947,1,biolord
K562_RPL18+ctrl_1+1,0.18880194425582886,0.019904393702745438,1,biolord
