,NormMSE,Pearson,Spearman,n_pred,seed,split
UFM1+ctrl,0.048371337,0.9914422773581464,0.980701754385965,900,2,3
SEC61G+ctrl,0.010187922,0.9958440976915881,0.9842105263157893,900,2,3
DNAJC19+ctrl,0.11876776,0.9638633532449603,0.987719298245614,900,2,3
TMED2+ctrl,0.012217109,0.9931165463640355,0.9982456140350877,900,2,3
SPCS3+ctrl,0.17985629,0.9711504981387407,0.9824561403508772,900,2,3
OST4+ctrl,0.034426108,0.9797373196161061,0.9982456140350877,900,3,3
EIF2B4+ctrl,0.06007906,0.9749961886554956,0.980701754385965,900,3,3
IER3IP1+ctrl,0.5788885,0.8436899507651106,0.9070175438596491,900,3,3
YIPF5+ctrl,0.13998796,0.953615837264806,0.9842105263157893,900,3,3
DAD1+ctrl,0.008788133,0.9952057565678842,1.0,900,3,3
SEL1L+ctrl,0.28609166,0.910405523958616,0.9624060150375938,900,3,3
TTI2+ctrl,0.08993086,0.9752905904097133,0.9982456140350877,900,3,3
DERL2+ctrl,0.08447109,0.9792533062573057,0.9947368421052631,900,3,3
SEC61B+ctrl,0.071247555,0.9751526981126517,0.9912280701754386,900,3,3
EIF2B2+ctrl,0.038019028,0.9875199445523322,0.9894736842105263,900,3,3
HSPA5+ctrl,0.9355659,0.5102798166917637,0.6902255639097743,900,3,3
TIMM44+ctrl,0.30121836,0.9499709829688072,0.8736842105263157,900,3,3
UFM1+ctrl,0.049493216,0.9907450173341203,0.980701754385965,900,3,3
SEC61G+ctrl,0.009936539,0.995748543238733,0.9842105263157893,900,3,3
DNAJC19+ctrl,0.120069265,0.9628400336951017,0.987719298245614,900,3,3
TMED2+ctrl,0.012505797,0.9930084380321205,0.9982456140350877,900,3,3
SPCS3+ctrl,0.18209878,0.9706292152404785,0.9824561403508772,900,3,3
OST4+ctrl,0.03424737,0.9799031859483875,0.9982456140350877,900,4,3
EIF2B4+ctrl,0.060502592,0.9750530496239662,0.9789473684210527,900,4,3
IER3IP1+ctrl,0.5773126,0.8453404438623693,0.9070175438596491,900,4,3
YIPF5+ctrl,0.13937502,0.9541883333586156,0.9842105263157893,900,4,3
DAD1+ctrl,0.008549306,0.9951640956569463,0.9982456140350877,900,4,3
SEL1L+ctrl,0.28376916,0.9118055459985044,0.9624060150375938,900,4,3
TTI2+ctrl,0.08795636,0.9759040648932569,0.9982456140350877,900,4,3
DERL2+ctrl,0.08199565,0.9794061992142815,0.9947368421052631,900,4,3
SEC61B+ctrl,0.070177495,0.9752486033830792,0.9912280701754386,900,4,3
EIF2B2+ctrl,0.038059216,0.987520788796246,0.9894736842105263,900,4,3
HSPA5+ctrl,0.9347447,0.511195189668797,0.6902255639097743,900,4,3
TIMM44+ctrl,0.2993446,0.9506056979298592,0.8736842105263157,900,4,3
UFM1+ctrl,0.04902617,0.9909517732885433,0.980701754385965,900,4,3
SEC61G+ctrl,0.009903742,0.9958567337598652,0.9842105263157893,900,4,3
DNAJC19+ctrl,0.11982886,0.9628189532086253,0.987719298245614,900,4,3
TMED2+ctrl,0.012148802,0.9932229880359955,0.9982456140350877,900,4,3
SPCS3+ctrl,0.18101811,0.9711176273413002,0.9824561403508772,900,4,3
OST4+ctrl,0.032574505,0.9811210393086185,0.9947368421052631,900,5,3
EIF2B4+ctrl,0.059303563,0.9757859297096729,0.9789473684210527,900,5,3
IER3IP1+ctrl,0.5898732,0.8441479687389801,0.8964912280701753,900,5,3
YIPF5+ctrl,0.14381085,0.9534112671390176,0.9842105263157893,900,5,3
DAD1+ctrl,0.0077758734,0.995469631452579,1.0,900,5,3
SEL1L+ctrl,0.2856713,0.9113470224838238,0.9624060150375938,900,5,3
TTI2+ctrl,0.08491383,0.9762127822887123,0.9982456140350877,900,5,3
DERL2+ctrl,0.078317486,0.9808973790204618,0.9947368421052631,900,5,3
SEC61B+ctrl,0.06473809,0.9766108393087052,0.9912280701754386,900,5,3
EIF2B2+ctrl,0.038927734,0.9877451062202454,0.9894736842105263,900,5,3
HSPA5+ctrl,0.9420354,0.5114768192288466,0.6902255639097743,900,5,3
TIMM44+ctrl,0.30642754,0.948252628557384,0.8736842105263157,900,5,3
UFM1+ctrl,0.048268683,0.9919164258753881,0.980701754385965,900,5,3
SEC61G+ctrl,0.010486804,0.9956986072938889,0.9842105263157893,900,5,3
DNAJC19+ctrl,0.119843304,0.9639913942664862,0.987719298245614,900,5,3
TMED2+ctrl,0.012303987,0.9929658299079165,0.9982456140350877,900,5,3
SPCS3+ctrl,0.18000236,0.9711327825207263,0.9824561403508772,900,5,3
OST4+ctrl,0.03260084,0.9814567911380436,0.9982456140350877,900,6,3
EIF2B4+ctrl,0.05925004,0.9759941697120667,0.9789473684210527,900,6,3
IER3IP1+ctrl,0.5847451,0.8480113742407411,0.9070175438596491,900,6,3
YIPF5+ctrl,0.141108,0.9547275146469474,0.9842105263157893,900,6,3
DAD1+ctrl,0.007561433,0.995475315139629,1.0,900,6,3
SEL1L+ctrl,0.28154075,0.91344126414333,0.9624060150375938,900,6,3
TTI2+ctrl,0.082445495,0.9761885134807926,0.9982456140350877,900,6,3
DERL2+ctrl,0.075368434,0.9810322341509163,0.9947368421052631,900,6,3
SEC61B+ctrl,0.06378928,0.9767013160162605,0.9912280701754386,900,6,3
EIF2B2+ctrl,0.0385841,0.9877632358111441,0.9894736842105263,900,6,3
HSPA5+ctrl,0.93811285,0.5169926928065252,0.6902255639097743,900,6,3
TIMM44+ctrl,0.30528587,0.9480264354497194,0.8736842105263157,900,6,3
UFM1+ctrl,0.047196794,0.9922309695248259,0.980701754385965,900,6,3
SEC61G+ctrl,0.010577845,0.9957798476098105,0.980701754385965,900,6,3
DNAJC19+ctrl,0.11798961,0.9644186710938811,0.987719298245614,900,6,3
TMED2+ctrl,0.012469016,0.992950783111155,0.9982456140350877,900,6,3
SPCS3+ctrl,0.17757395,0.9717502014245838,0.9824561403508772,900,6,3
OST4+ctrl,0.033719596,0.9805574222255018,0.9982456140350877,900,7,3
EIF2B4+ctrl,0.059371386,0.9756383523344994,0.9789473684210527,900,7,3
IER3IP1+ctrl,0.58360475,0.845214192479034,0.8964912280701753,900,7,3
YIPF5+ctrl,0.14028779,0.9542247531935573,0.9842105263157893,900,7,3
DAD1+ctrl,0.0080796005,0.9953965147142299,1.0,900,7,3
SEL1L+ctrl,0.28400272,0.9117354108311702,0.9624060150375938,900,7,3
TTI2+ctrl,0.087062836,0.9744445179981085,0.9982456140350877,900,7,3
DERL2+ctrl,0.080037236,0.98046624136623,0.9947368421052631,900,7,3
SEC61B+ctrl,0.067358054,0.9761003413004801,0.9912280701754386,900,7,3
EIF2B2+ctrl,0.03807911,0.9876877809874713,0.9894736842105263,900,7,3
HSPA5+ctrl,0.9377403,0.5130455935141072,0.6902255639097743,900,7,3
TIMM44+ctrl,0.3054486,0.9482459854334593,0.8736842105263157,900,7,3
UFM1+ctrl,0.048430666,0.9916485142894089,0.980701754385965,900,7,3
SEC61G+ctrl,0.010339877,0.9957443573512137,0.9842105263157893,900,7,3
DNAJC19+ctrl,0.11919278,0.9636226110160351,0.987719298245614,900,7,3
TMED2+ctrl,0.012754249,0.9927483681822196,0.9982456140350877,900,7,3
SPCS3+ctrl,0.17964327,0.9709790779743344,0.9824561403508772,900,7,3
OST4+ctrl,0.034461465,0.9798277600893925,0.9947368421052631,900,8,3
EIF2B4+ctrl,0.061177775,0.9751071957871318,0.9789473684210527,900,8,3
IER3IP1+ctrl,0.5807395,0.8456560006120526,0.8964912280701753,900,8,3
YIPF5+ctrl,0.14067055,0.954320449847728,0.9842105263157893,900,8,3
DAD1+ctrl,0.008419196,0.9950618867296726,0.9982456140350877,900,8,3
SEL1L+ctrl,0.28205487,0.9138057005475275,0.9624060150375938,900,8,3
TTI2+ctrl,0.08565552,0.9756680594546197,0.9982456140350877,900,8,3
DERL2+ctrl,0.078963056,0.9801471772952937,0.9947368421052631,900,8,3
SEC61B+ctrl,0.0678455,0.9753303338075057,0.9912280701754386,900,8,3
EIF2B2+ctrl,0.037831552,0.9875069833360612,0.9894736842105263,900,8,3
HSPA5+ctrl,0.9372569,0.5140214238199405,0.6902255639097743,900,8,3
TIMM44+ctrl,0.29537317,0.9518070183694363,0.8736842105263157,900,8,3
UFM1+ctrl,0.049380273,0.9910283711797092,0.980701754385965,900,8,3
SEC61G+ctrl,0.0103207575,0.9958456558524631,0.9842105263157893,900,8,3
DNAJC19+ctrl,0.117944665,0.9634154755622149,0.987719298245614,900,8,3
TMED2+ctrl,0.011842212,0.993346493691206,0.9982456140350877,900,8,3
SPCS3+ctrl,0.17703508,0.972239950671792,0.9824561403508772,900,8,3
OST4+ctrl,0.032702293,0.9810315321019516,0.9947368421052631,900,9,3
EIF2B4+ctrl,0.05930435,0.9757135743275285,0.9789473684210527,900,9,3
IER3IP1+ctrl,0.58778036,0.8449217634697561,0.9070175438596491,900,9,3
YIPF5+ctrl,0.14224151,0.9538784185424447,0.9842105263157893,900,9,3
DAD1+ctrl,0.007846402,0.9954876636038534,1.0,900,9,3
SEL1L+ctrl,0.28561127,0.9110561069392134,0.9624060150375938,900,9,3
TTI2+ctrl,0.08635539,0.9752597606407107,0.9982456140350877,900,9,3
DERL2+ctrl,0.07948165,0.9805638398684096,0.9947368421052631,900,9,3
SEC61B+ctrl,0.065990254,0.9764253541361541,0.9912280701754386,900,9,3
EIF2B2+ctrl,0.038886156,0.9877531388774514,0.9894736842105263,900,9,3
HSPA5+ctrl,0.9401132,0.5115579213015735,0.6902255639097743,900,9,3
TIMM44+ctrl,0.30748594,0.9477680241689086,0.8736842105263157,900,9,3
UFM1+ctrl,0.048355542,0.9918534548778553,0.980701754385965,900,9,3
SEC61G+ctrl,0.0102821365,0.9957326794974506,0.9842105263157893,900,9,3
DNAJC19+ctrl,0.120374344,0.9635980790480971,0.987719298245614,900,9,3
TMED2+ctrl,0.012611181,0.9927785980980843,0.9982456140350877,900,9,3
SPCS3+ctrl,0.18178232,0.9707154070492834,0.9824561403508772,900,9,3
OST4+ctrl,0.034275565,0.9798073571309942,0.9982456140350877,900,10,3
EIF2B4+ctrl,0.061542697,0.9748599184677005,0.9789473684210527,900,10,3
IER3IP1+ctrl,0.5834472,0.8434145207284018,0.8964912280701753,900,10,3
YIPF5+ctrl,0.14160325,0.9537793970666826,0.9842105263157893,900,10,3
DAD1+ctrl,0.008519174,0.9950050619081594,0.9982456140350877,900,10,3
SEL1L+ctrl,0.2839833,0.9131026113464031,0.9624060150375938,900,10,3
TTI2+ctrl,0.08490738,0.9754760366251958,0.9982456140350877,900,10,3
DERL2+ctrl,0.07916935,0.9796548107697163,0.9947368421052631,900,10,3
SEC61B+ctrl,0.06816649,0.9751940713031217,0.9912280701754386,900,10,3
EIF2B2+ctrl,0.037883125,0.9873506166040897,0.9894736842105263,900,10,3
HSPA5+ctrl,0.9391703,0.5115185680915602,0.6902255639097743,900,10,3
TIMM44+ctrl,0.2948224,0.9521781988441944,0.8736842105263157,900,10,3
UFM1+ctrl,0.04946698,0.990949346407433,0.980701754385965,900,10,3
SEC61G+ctrl,0.010240345,0.9958762430469505,0.9842105263157893,900,10,3
DNAJC19+ctrl,0.11865368,0.9628071077167988,0.987719298245614,900,10,3
TMED2+ctrl,0.01194722,0.9933472636039369,0.9982456140350877,900,10,3
SPCS3+ctrl,0.17782174,0.9723131968639791,0.9824561403508772,900,10,3
OST4+ctrl,0.033548642,0.9803364356266684,0.9982456140350877,1000,1,3
EIF2B4+ctrl,0.059501708,0.975288269110024,0.9771929824561404,1000,1,3
IER3IP1+ctrl,0.58211935,0.8436748975072987,0.8964912280701753,1000,1,3
YIPF5+ctrl,0.14112654,0.9534331266768277,0.9842105263157893,1000,1,3
DAD1+ctrl,0.00851197,0.9952903766534291,0.9982456140350877,1000,1,3
SEL1L+ctrl,0.28558087,0.911201244656695,0.9624060150375938,1000,1,3
TTI2+ctrl,0.0881495,0.975714511283968,0.9982456140350877,1000,1,3
DERL2+ctrl,0.08235158,0.9800598230212927,0.9947368421052631,1000,1,3
SEC61B+ctrl,0.068935424,0.9758207513368689,0.9912280701754386,1000,1,3
EIF2B2+ctrl,0.03824837,0.9874891573563218,0.9894736842105263,1000,1,3
HSPA5+ctrl,0.9374058,0.5105955447070301,0.6902255639097743,1000,1,3
TIMM44+ctrl,0.3042188,0.9492872329428792,0.8736842105263157,1000,1,3
UFM1+ctrl,0.048671048,0.9914760523097357,0.980701754385965,1000,1,3
SEC61G+ctrl,0.010123394,0.9957354959915392,0.9842105263157893,1000,1,3
DNAJC19+ctrl,0.1208826,0.9628380192443728,0.987719298245614,1000,1,3
TMED2+ctrl,0.012391662,0.9930348393972963,0.9982456140350877,1000,1,3
SPCS3+ctrl,0.18019614,0.9712374564260244,0.9824561403508772,1000,1,3
OST4+ctrl,0.03369766,0.9803907040554805,0.9982456140350877,1000,2,3
EIF2B4+ctrl,0.06039948,0.975347095169127,0.9789473684210527,1000,2,3
IER3IP1+ctrl,0.5836937,0.8452636067959247,0.9070175438596491,1000,2,3
YIPF5+ctrl,0.14153051,0.9539111782796681,0.9842105263157893,1000,2,3
DAD1+ctrl,0.008164299,0.9952560769743286,1.0,1000,2,3
SEL1L+ctrl,0.28354216,0.9123136361013167,0.9624060150375938,1000,2,3
TTI2+ctrl,0.08567773,0.9759602859051029,0.9982456140350877,1000,2,3
DERL2+ctrl,0.079799175,0.9800152199459262,0.9947368421052631,1000,2,3
SEC61B+ctrl,0.067477316,0.9757245446671732,0.9912280701754386,1000,2,3
EIF2B2+ctrl,0.03841454,0.9876221101731062,0.9894736842105263,1000,2,3
HSPA5+ctrl,0.93863016,0.5128937876434065,0.6902255639097743,1000,2,3
TIMM44+ctrl,0.30109268,0.949953205883503,0.8736842105263157,1000,2,3
UFM1+ctrl,0.04883831,0.9912309790815925,0.980701754385965,1000,2,3
SEC61G+ctrl,0.010176899,0.9958294770913199,0.9842105263157893,1000,2,3
DNAJC19+ctrl,0.11901365,0.9636007500812411,0.987719298245614,1000,2,3
TMED2+ctrl,0.012101759,0.9931850667926483,0.9982456140350877,1000,2,3
SPCS3+ctrl,0.18013357,0.9711953238584101,0.9824561403508772,1000,2,3
OST4+ctrl,0.034303315,0.9798244186340526,0.9982456140350877,1000,3,3
EIF2B4+ctrl,0.060051437,0.9750777399167418,0.980701754385965,1000,3,3
IER3IP1+ctrl,0.5795114,0.8438490648113657,0.9070175438596491,1000,3,3
YIPF5+ctrl,0.1402834,0.9536478454247117,0.9842105263157893,1000,3,3
DAD1+ctrl,0.008668112,0.9952192155760713,1.0,1000,3,3
SEL1L+ctrl,0.2859495,0.9104962808196433,0.9624060150375938,1000,3,3
TTI2+ctrl,0.08906793,0.9754361674781649,0.9982456140350877,1000,3,3
DERL2+ctrl,0.083607264,0.9793521951651201,0.9947368421052631,1000,3,3
SEC61B+ctrl,0.07074499,0.9752070828108117,0.9912280701754386,1000,3,3
EIF2B2+ctrl,0.038113043,0.9875531173311174,0.9894736842105263,1000,3,3
HSPA5+ctrl,0.9360379,0.5107427274342626,0.6902255639097743,1000,3,3
TIMM44+ctrl,0.30103093,0.9499248266220093,0.8736842105263157,1000,3,3
UFM1+ctrl,0.049284533,0.9908065485506086,0.980701754385965,1000,3,3
SEC61G+ctrl,0.009986431,0.9957393729127944,0.9842105263157893,1000,3,3
DNAJC19+ctrl,0.11971948,0.9630094803869724,0.987719298245614,1000,3,3
TMED2+ctrl,0.01242711,0.9930319744744338,0.9982456140350877,1000,3,3
SPCS3+ctrl,0.18168764,0.9707340991590172,0.9824561403508772,1000,3,3
OST4+ctrl,0.034199283,0.9798624385980474,0.9982456140350877,1000,4,3
EIF2B4+ctrl,0.060440022,0.9750297013670206,0.9789473684210527,1000,4,3
IER3IP1+ctrl,0.5800819,0.8438791285443585,0.9070175438596491,1000,4,3
YIPF5+ctrl,0.14049931,0.953741601202637,0.9842105263157893,1000,4,3
DAD1+ctrl,0.008582386,0.9951779785333201,0.9982456140350877,1000,4,3
SEL1L+ctrl,0.28540063,0.9110312541888561,0.9624060150375938,1000,4,3
TTI2+ctrl,0.08824959,0.9757098553304786,0.9982456140350877,1000,4,3
DERL2+ctrl,0.08248123,0.9793691899103578,0.9947368421052631,1000,4,3
SEC61B+ctrl,0.07016755,0.975295455835294,0.9912280701754386,1000,4,3
EIF2B2+ctrl,0.038178287,0.9875092608854175,0.9894736842105263,1000,4,3
HSPA5+ctrl,0.9365624,0.5095586362294853,0.6902255639097743,1000,4,3
TIMM44+ctrl,0.30005726,0.9504846064373851,0.8736842105263157,1000,4,3
UFM1+ctrl,0.049253896,0.9909569581504911,0.980701754385965,1000,4,3
SEC61G+ctrl,0.009951395,0.9958159752422944,0.9842105263157893,1000,4,3
DNAJC19+ctrl,0.12027954,0.9626641841605306,0.987719298245614,1000,4,3
TMED2+ctrl,0.012205601,0.9931739401072264,0.9982456140350877,1000,4,3
SPCS3+ctrl,0.18171036,0.9709202311933041,0.9824561403508772,1000,4,3
OST4+ctrl,0.032410923,0.9812454742902901,0.9982456140350877,1000,5,3
EIF2B4+ctrl,0.05916161,0.9758560610935092,0.9789473684210527,1000,5,3
IER3IP1+ctrl,0.59003013,0.8443468696787022,0.9070175438596491,1000,5,3
YIPF5+ctrl,0.14388794,0.9534362312406301,0.9842105263157893,1000,5,3
DAD1+ctrl,0.007684739,0.9955087385023944,1.0,1000,5,3
SEL1L+ctrl,0.28554904,0.9113067016587593,0.9624060150375938,1000,5,3
TTI2+ctrl,0.0846781,0.9762606716442406,0.9982456140350877,1000,5,3
DERL2+ctrl,0.07793325,0.9809232834377326,0.9947368421052631,1000,5,3
SEC61B+ctrl,0.0643923,0.9767153815482743,0.9912280701754386,1000,5,3
EIF2B2+ctrl,0.039021306,0.9877653610892594,0.9894736842105263,1000,5,3
HSPA5+ctrl,0.9419928,0.5115601167781278,0.6902255639097743,1000,5,3
TIMM44+ctrl,0.3070707,0.9479849431663752,0.8736842105263157,1000,5,3
UFM1+ctrl,0.04805531,0.9919979469850659,0.980701754385965,1000,5,3
SEC61G+ctrl,0.010497592,0.99570071749622,0.9842105263157893,1000,5,3
DNAJC19+ctrl,0.11978416,0.9640707895159721,0.987719298245614,1000,5,3
TMED2+ctrl,0.012329094,0.992947026679758,0.9982456140350877,1000,5,3
SPCS3+ctrl,0.18004134,0.9711236297152936,0.9824561403508772,1000,5,3
OST4+ctrl,0.032912336,0.9812263402059216,0.9982456140350877,1000,6,3
EIF2B4+ctrl,0.05945071,0.9758705478161573,0.980701754385965,1000,6,3
IER3IP1+ctrl,0.58307934,0.84798806469189,0.9070175438596491,1000,6,3
YIPF5+ctrl,0.14058113,0.9547711811028421,0.9842105263157893,1000,6,3
DAD1+ctrl,0.0076553295,0.9954297821968794,1.0,1000,6,3
SEL1L+ctrl,0.2811804,0.9135237742448226,0.9624060150375938,1000,6,3
TTI2+ctrl,0.08279095,0.9760961761285216,0.9982456140350877,1000,6,3
DERL2+ctrl,0.075844474,0.9808090386504773,0.9947368421052631,1000,6,3
SEC61B+ctrl,0.06451126,0.9764968529343605,0.9912280701754386,1000,6,3
EIF2B2+ctrl,0.038454466,0.9877303363755345,0.9894736842105263,1000,6,3
HSPA5+ctrl,0.93707025,0.5169551147846505,0.6902255639097743,1000,6,3
TIMM44+ctrl,0.3041585,0.9484073715284467,0.8736842105263157,1000,6,3
UFM1+ctrl,0.04732122,0.9920412719075102,0.980701754385965,1000,6,3
SEC61G+ctrl,0.010482453,0.9958094693138264,0.980701754385965,1000,6,3
DNAJC19+ctrl,0.11780861,0.9642575979232788,0.987719298245614,1000,6,3
TMED2+ctrl,0.0124354195,0.9929967743810266,0.9982456140350877,1000,6,3
SPCS3+ctrl,0.17773432,0.9717311286367476,0.9824561403508772,1000,6,3
OST4+ctrl,0.033485983,0.9806665630549105,0.9947368421052631,1000,7,3
EIF2B4+ctrl,0.059362553,0.9756668759509921,0.9789473684210527,1000,7,3
IER3IP1+ctrl,0.58547467,0.844731142056844,0.8964912280701753,1000,7,3
YIPF5+ctrl,0.1410059,0.9540793308988214,0.9842105263157893,1000,7,3
DAD1+ctrl,0.007976621,0.995428645866923,1.0,1000,7,3
SEL1L+ctrl,0.28470647,0.911432371736737,0.9624060150375938,1000,7,3
TTI2+ctrl,0.0866948,0.9744141234082235,0.9982456140350877,1000,7,3
DERL2+ctrl,0.07965933,0.980533747584559,0.9947368421052631,1000,7,3
SEC61B+ctrl,0.0668927,0.976198329590261,0.9912280701754386,1000,7,3
EIF2B2+ctrl,0.038229637,0.9877119385637343,0.9894736842105263,1000,7,3
HSPA5+ctrl,0.9388309,0.5122678998159245,0.6902255639097743,1000,7,3
TIMM44+ctrl,0.30585885,0.9481541663408279,0.8736842105263157,1000,7,3
UFM1+ctrl,0.04848529,0.9917123455234105,0.980701754385965,1000,7,3
SEC61G+ctrl,0.01036844,0.9957303426344879,0.9842105263157893,1000,7,3
DNAJC19+ctrl,0.119374864,0.9636325119063258,0.987719298245614,1000,7,3
TMED2+ctrl,0.0127819255,0.9927065278752707,0.9982456140350877,1000,7,3
SPCS3+ctrl,0.1801639,0.9708993239328265,0.9824561403508772,1000,7,3
OST4+ctrl,0.03411213,0.9800340769711511,0.9947368421052631,1000,8,3
EIF2B4+ctrl,0.060757697,0.9752298407256603,0.9789473684210527,1000,8,3
IER3IP1+ctrl,0.5810013,0.8457068378629629,0.8964912280701753,1000,8,3
YIPF5+ctrl,0.14093275,0.954241176135838,0.9842105263157893,1000,8,3
DAD1+ctrl,0.00829345,0.9951424294267781,0.9982456140350877,1000,8,3
SEL1L+ctrl,0.28238627,0.9135327474505175,0.9624060150375938,1000,8,3
TTI2+ctrl,0.0856251,0.9756653975900917,0.9982456140350877,1000,8,3
DERL2+ctrl,0.078918986,0.9802351848047692,0.9947368421052631,1000,8,3
SEC61B+ctrl,0.067373775,0.9755323909339495,0.9912280701754386,1000,8,3
EIF2B2+ctrl,0.037970457,0.9875641670078039,0.9894736842105263,1000,8,3
HSPA5+ctrl,0.9372863,0.513768910896033,0.6902255639097743,1000,8,3
TIMM44+ctrl,0.29720923,0.9512245124205947,0.8736842105263157,1000,8,3
UFM1+ctrl,0.049194157,0.9911602217325708,0.980701754385965,1000,8,3
SEC61G+ctrl,0.01027441,0.9958419296890497,0.9842105263157893,1000,8,3
DNAJC19+ctrl,0.118255295,0.9635148560628295,0.987719298245614,1000,8,3
TMED2+ctrl,0.011913286,0.9932789925951511,0.9982456140350877,1000,8,3
SPCS3+ctrl,0.1776208,0.9720690601971,0.9824561403508772,1000,8,3
OST4+ctrl,0.033018548,0.9807883250859959,0.9947368421052631,1000,9,3
EIF2B4+ctrl,0.05940184,0.9755895901471376,0.9789473684210527,1000,9,3
IER3IP1+ctrl,0.5881635,0.8438466777442954,0.9070175438596491,1000,9,3
YIPF5+ctrl,0.1422342,0.9536400358192623,0.9842105263157893,1000,9,3
DAD1+ctrl,0.008077136,0.9954299455857836,1.0,1000,9,3
SEL1L+ctrl,0.2863762,0.9106296814861707,0.9624060150375938,1000,9,3
TTI2+ctrl,0.08748948,0.9749991398664406,0.9982456140350877,1000,9,3
DERL2+ctrl,0.080659725,0.9804225360567216,0.9947368421052631,1000,9,3
SEC61B+ctrl,0.0669102,0.9762461190694012,0.9912280701754386,1000,9,3
EIF2B2+ctrl,0.038640067,0.9877174654975533,0.9894736842105263,1000,9,3
HSPA5+ctrl,0.94060487,0.5103147417539731,0.6902255639097743,1000,9,3
TIMM44+ctrl,0.30689982,0.948054064065218,0.8736842105263157,1000,9,3
UFM1+ctrl,0.04877772,0.9916684475465445,0.980701754385965,1000,9,3
SEC61G+ctrl,0.010274135,0.995709566748701,0.9842105263157893,1000,9,3
DNAJC19+ctrl,0.12059289,0.9634158974513412,0.987719298245614,1000,9,3
TMED2+ctrl,0.012659084,0.9927534338203259,0.9982456140350877,1000,9,3
SPCS3+ctrl,0.18209821,0.9705334382597357,0.9824561403508772,1000,9,3
OST4+ctrl,0.034296215,0.9798824842209797,0.9982456140350877,1000,10,3
EIF2B4+ctrl,0.06149838,0.9749296419322491,0.9789473684210527,1000,10,3
IER3IP1+ctrl,0.5834036,0.8438545347889885,0.8964912280701753,1000,10,3
YIPF5+ctrl,0.14125039,0.9539692704565823,0.9842105263157893,1000,10,3
DAD1+ctrl,0.008472818,0.995026582852006,0.9982456140350877,1000,10,3
SEL1L+ctrl,0.2834261,0.9133316804654896,0.9624060150375938,1000,10,3
TTI2+ctrl,0.08501924,0.9752706129288526,0.9982456140350877,1000,10,3
DERL2+ctrl,0.07883766,0.9798267640871927,0.9947368421052631,1000,10,3
SEC61B+ctrl,0.06770395,0.9753220447455533,0.9912280701754386,1000,10,3
EIF2B2+ctrl,0.03784814,0.9873692058026791,0.9894736842105263,1000,10,3
HSPA5+ctrl,0.93893886,0.5121178293484263,0.6902255639097743,1000,10,3
TIMM44+ctrl,0.29530793,0.9519283194094896,0.8736842105263157,1000,10,3
UFM1+ctrl,0.049364157,0.9910574549867306,0.980701754385965,1000,10,3
SEC61G+ctrl,0.010298555,0.9958872843999416,0.9842105263157893,1000,10,3
DNAJC19+ctrl,0.1184341,0.9629123294726014,0.987719298245614,1000,10,3
TMED2+ctrl,0.011995615,0.9933128123520873,0.9982456140350877,1000,10,3
SPCS3+ctrl,0.17738329,0.9723507121670991,0.9824561403508772,1000,10,3
OST4+ctrl,0.037240196,0.988703621638706,1.0,100,1,4
SEC61A1+ctrl,0.245232,0.960527173941955,0.8333333333333334,100,1,4
AMIGO3+ctrl,0.13760184,0.9727402689313749,0.9894736842105262,100,1,4
UFL1+ctrl,0.0926089,0.9935403962153941,0.9947368421052631,100,1,4
DDRGK1+ctrl,0.057857703,0.9796034116880037,0.9894736842105263,100,1,4
MTHFD1+ctrl,0.42134437,0.7990569007815793,0.882456140350877,100,1,4
HSPA9+ctrl,0.22278991,0.9577659456990659,0.9105263157894736,100,1,4
SEC61B+ctrl,0.022692258,0.9930788290221244,1.0,100,1,4
TARS+ctrl,0.4200169,0.8216794831678271,0.9824561403508772,100,1,4
HSPA5+ctrl,0.68167174,0.7936690989881754,0.7278195488721804,100,1,4
SRP68+ctrl,0.13031721,0.9434795347042382,1.0,100,1,4
PTDSS1+ctrl,0.050679684,0.9705646988841181,0.9964912280701754,100,1,4
HYOU1+ctrl,0.043019287,0.9800910985140945,1.0,100,1,4
SLC35B1+ctrl,0.025698958,0.9953818083740771,1.0,100,1,4
UFM1+ctrl,0.14561346,0.9726164983221679,0.9666666666666668,100,1,4
PPWD1+ctrl,0.1357677,0.9328012255027716,0.980701754385965,100,1,4
TMED2+ctrl,0.044879477,0.9954838602570817,0.9982456140350877,100,1,4
OST4+ctrl,0.033516012,0.9865556992408528,1.0,100,2,4
SEC61A1+ctrl,0.23119284,0.9606716956477612,0.8333333333333334,100,2,4
AMIGO3+ctrl,0.13947763,0.9705196663198876,0.9879699248120299,100,2,4
UFL1+ctrl,0.077150665,0.9935842531267554,0.9947368421052631,100,2,4
DDRGK1+ctrl,0.06028646,0.9800496774259955,0.9894736842105263,100,2,4
MTHFD1+ctrl,0.41306087,0.7954047777748201,0.882456140350877,100,2,4
HSPA9+ctrl,0.22527558,0.9566300339065492,0.9105263157894736,100,2,4
SEC61B+ctrl,0.025608817,0.9920223113149405,1.0,100,2,4
TARS+ctrl,0.43458837,0.8229769058525562,0.9824561403508772,100,2,4
HSPA5+ctrl,0.6614195,0.7964782807976007,0.7278195488721804,100,2,4
SRP68+ctrl,0.12057973,0.9450570726767182,1.0,100,2,4
PTDSS1+ctrl,0.051612135,0.9681703465539613,0.9947368421052631,100,2,4
HYOU1+ctrl,0.048306264,0.9772778517981351,1.0,100,2,4
SLC35B1+ctrl,0.029607937,0.9953182530589402,0.9982456140350877,100,2,4
