,NormMSE,Pearson,Spearman,split
BHLHE40+ctrl,0.46184415,0.9538801,0.9666666666666668,1
HARS+ctrl,0.06361644,0.9777211,0.9701754385964911,1
ATP5B+ctrl,0.026176644,0.9902204,0.9824561403508772,1
DERL2+ctrl,0.03350059,0.98595303,0.9964912280701754,1
TELO2+ctrl,0.1297894,0.872848,1.0,1
MRPL39+ctrl,0.19482797,0.8960518,0.8894736842105263,1
MANF+ctrl,0.027029116,0.9910989,1.0,1
TARS+ctrl,0.33301085,0.8269627,0.975438596491228,1
TTI1+ctrl,0.2521238,0.9508717,0.9649122807017543,1
SRP72+ctrl,0.10391641,0.9614958,0.9947368421052631,1
SCYL1+ctrl,0.61441916,0.7970204,0.9228070175438597,1
HYOU1+ctrl,0.22149695,0.8478337,0.9912280701754386,1
TMED10+ctrl,0.0055997875,0.99723667,0.9982456140350877,1
CCND3+ctrl,0.30437803,0.96375114,0.975438596491228,1
COPB1+ctrl,0.016661622,0.9956222,0.9969924812030074,1
CARS+ctrl,0.23436521,0.9882651,0.8456140350877193,1
SPCS2+ctrl,0.030717857,0.9846872,0.9982456140350877,1
CREB1+ctrl,0.7853239,0.67548496,0.9578947368421054,2
SLMO2+ctrl,0.2373675,0.9201471,0.9771929824561404,2
TIMM23+ctrl,0.01672575,0.99156165,0.9929824561403509,2
AMIGO3+ctrl,0.058003932,0.98049855,1.0,2
QARS+ctrl,0.17527853,0.97470605,0.9052631578947368,2
ATP5B+ctrl,0.022273565,0.9914273,0.9824561403508772,2
SYVN1+ctrl,0.020650359,0.9955397,1.0,2
MTHFD1+ctrl,0.3930913,0.77492464,0.8543859649122807,2
TTI1+ctrl,0.17867018,0.94991696,0.9719298245614034,2
SRP68+ctrl,0.08744556,0.9504504,1.0,2
TIMM44+ctrl,0.2197826,0.9475751,0.8947368421052632,2
DDOST+ctrl,0.036560617,0.9889774,0.9894736842105263,2
TMED10+ctrl,0.019510832,0.99461395,0.9982456140350877,2
DNAJC19+ctrl,0.09867845,0.97310185,0.9842105263157893,2
CARS+ctrl,0.25796768,0.98088115,0.8333333333333334,2
P4HB+ctrl,0.035819575,0.9889028,0.9982456140350877,2
SPCS2+ctrl,0.084251106,0.9774306,0.9982456140350877,2
OST4+ctrl,0.10450162,0.9929974,0.9982456140350877,3
EIF2B4+ctrl,0.03525092,0.98811984,0.9842105263157893,3
IER3IP1+ctrl,0.8867738,0.7407412,0.8456140350877193,3
YIPF5+ctrl,0.15946399,0.97097564,0.9929824561403509,3
DAD1+ctrl,0.03387823,0.9947351,0.9947368421052631,3
SEL1L+ctrl,0.13438489,0.9744916,0.9744360902255638,3
TTI2+ctrl,0.012264942,0.9906413,0.9982456140350877,3
DERL2+ctrl,0.043638244,0.9826195,0.9964912280701754,3
SEC61B+ctrl,0.064885505,0.96536,0.9929824561403509,3
EIF2B2+ctrl,0.045391593,0.98709154,0.987719298245614,3
HSPA5+ctrl,1.0154698,0.5516367,0.6556390977443608,3
TIMM44+ctrl,0.24577294,0.9298693,0.8842105263157896,3
UFM1+ctrl,0.030269545,0.98070407,0.9982456140350877,3
SEC61G+ctrl,0.01207757,0.9966277,0.9912280701754386,3
DNAJC19+ctrl,0.0835305,0.98602444,0.9842105263157893,3
TMED2+ctrl,0.03411934,0.997544,1.0,3
