,NormMSE,Pearson,Spearman,split
BHLHE40+ctrl,1.903754,-0.91000867,0.8982456140350877,1
HARS+ctrl,0.074517,0.9762433,0.9701754385964911,1
ATP5B+ctrl,0.31817222,0.83428663,0.9543859649122807,1
DERL2+ctrl,0.16855298,0.9805939,0.9964912280701754,1
TELO2+ctrl,0.20193148,0.879303,1.0,1
MRPL39+ctrl,0.09323435,0.95956117,0.9263157894736841,1
MANF+ctrl,0.009566084,0.99477524,1.0,1
TARS+ctrl,0.3681079,0.8163633,0.9824561403508772,1
TTI1+ctrl,0.5508622,0.8001578,0.9122807017543859,1
SRP72+ctrl,0.050125718,0.980285,0.9964912280701754,1
SCYL1+ctrl,0.21960858,0.94181085,0.9666666666666668,1
HYOU1+ctrl,0.1337491,0.9552114,0.9964912280701754,1
TMED10+ctrl,0.019859323,0.996639,0.9982456140350877,1
CCND3+ctrl,0.6881307,0.676969,0.9368421052631579,1
COPB1+ctrl,0.050289944,0.98182327,0.9969924812030074,1
CARS+ctrl,0.29624537,0.9767885,0.8350877192982457,1
SPCS2+ctrl,0.010137209,0.992327,0.9982456140350877,1
CREB1+ctrl,1.7463869,-0.81411433,0.9398496240601503,2
SLMO2+ctrl,0.15154666,0.96060294,0.9912280701754386,2
TIMM23+ctrl,0.03471492,0.9917894,0.9842105263157893,2
AMIGO3+ctrl,0.02391943,0.98629165,0.9984962406015038,2
QARS+ctrl,0.15064673,0.97110355,0.9017543859649122,2
ATP5B+ctrl,0.025676938,0.9899662,0.9842105263157893,2
SYVN1+ctrl,0.06591651,0.9681458,0.9982456140350877,2
MTHFD1+ctrl,0.38403687,0.82177496,0.8789473684210527,2
TTI1+ctrl,0.14918546,0.9756319,0.9736842105263157,2
SRP68+ctrl,0.099923044,0.9481012,0.9982456140350877,2
TIMM44+ctrl,0.54167485,0.7595731,0.863157894736842,2
DDOST+ctrl,0.5775251,0.8239051,0.9017543859649122,2
TMED10+ctrl,0.0077486183,0.99672866,1.0,2
DNAJC19+ctrl,0.15547013,0.9806171,0.9649122807017543,2
CARS+ctrl,0.28828904,0.9630645,0.8298245614035088,2
P4HB+ctrl,0.07811907,0.98846394,0.9964912280701754,2
SPCS2+ctrl,0.024672044,0.9880664,0.9982456140350877,2
OST4+ctrl,0.23380457,0.98467267,0.9929824561403509,3
EIF2B4+ctrl,0.054866884,0.9789125,0.9649122807017543,3
IER3IP1+ctrl,0.6140336,0.7924302,0.9175438596491228,3
YIPF5+ctrl,0.46126834,0.8557031,0.9421052631578948,3
DAD1+ctrl,0.3687969,0.92263204,0.9508771929824561,3
SEL1L+ctrl,0.3131362,0.9266144,0.9639097744360902,3
TTI2+ctrl,0.09154604,0.9673836,0.987719298245614,3
DERL2+ctrl,0.083181426,0.9795198,0.9947368421052631,3
SEC61B+ctrl,0.15570669,0.93014663,0.9842105263157893,3
EIF2B2+ctrl,0.0883537,0.9859856,0.9736842105263157,3
HSPA5+ctrl,0.94403464,0.5717434,0.7037593984962407,3
TIMM44+ctrl,0.2943218,0.90174073,0.8912280701754386,3
UFM1+ctrl,0.10814319,0.9922575,0.9982456140350877,3
SEC61G+ctrl,0.011255238,0.99796104,0.9912280701754386,3
DNAJC19+ctrl,0.24448235,0.9632958,0.9596491228070174,3
TMED2+ctrl,0.012195047,0.9977706,1.0,3
SPCS3+ctrl,0.099978596,0.974701,0.987719298245614,3
OST4+ctrl,0.15818487,0.9796748,0.9912280701754386,4
SEC61A1+ctrl,0.17417245,0.96252984,0.8649122807017543,4
AMIGO3+ctrl,0.035752065,0.9890474,1.0,4
UFL1+ctrl,0.039790228,0.98217165,0.9929824561403509,4
DDRGK1+ctrl,0.048192088,0.99297875,0.9859649122807018,4
MTHFD1+ctrl,0.31290945,0.8641509,0.882456140350877,4
HSPA9+ctrl,0.23825872,0.9169017,0.9157894736842105,4
SEC61B+ctrl,0.08563411,0.9802971,1.0,4
TARS+ctrl,0.5201921,0.7809737,0.987719298245614,4
HSPA5+ctrl,0.8095334,0.7323161,0.7127819548872181,4
SRP68+ctrl,0.08839122,0.95020884,1.0,4
PTDSS1+ctrl,0.11793416,0.9950391,0.987719298245614,4
HYOU1+ctrl,0.07450068,0.9533849,0.9982456140350877,4
SLC35B1+ctrl,0.22234245,0.9814989,0.975438596491228,4
UFM1+ctrl,0.032347992,0.99366,0.9982456140350877,4
PPWD1+ctrl,0.13812098,0.9259477,0.980701754385965,4
TMED2+ctrl,0.023137711,0.9968441,0.9982456140350877,4
HARS+ctrl,0.07303183,0.98902804,0.9684210526315788,5
DAD1+ctrl,0.5967642,0.82973367,0.9456140350877192,5
IARS2+ctrl,0.17053448,0.9563101,0.9175438596491228,5
DDRGK1+ctrl,0.2762187,0.9057448,0.9701754385964911,5
STT3A+ctrl,0.22984992,0.88457245,0.9894736842105262,5
SAMM50+ctrl,0.20290175,0.96827585,0.9403508771929823,5
MRGBP+ctrl,0.19841468,0.95564246,0.9684210526315788,5
SYVN1+ctrl,0.0792615,0.95469815,0.9964912280701754,5
TMEM167A+ctrl,0.11772716,0.9640488,0.9842105263157893,5
SLC39A7+ctrl,0.03624907,0.9824014,0.9964912280701754,5
SEC63+ctrl,0.2332584,0.95689607,0.9964912280701754,5
ASCC3+ctrl,0.40655297,0.81599694,0.9824561403508772,5
HSPA5+ctrl,0.8164373,0.6226239,0.7578947368421052,5
KCTD16+ctrl,0.3601765,0.96218765,0.9774436090225563,5
CHERP+ctrl,0.39253962,0.8848211,0.887719298245614,5
AARS+ctrl,0.11668882,0.97580594,0.9017543859649122,5
CARS+ctrl,0.3365511,0.93902504,0.8157894736842105,5
