,NormMSE,Pearson,Spearman,split
ACTB+ctrl,0.42442963,0.6825094199466036,0.9824561403508772,1
CCDC6+ctrl,2.3499188,-0.8046501633575359,0.9353383458646616,1
CAMLG+ctrl,1.1814203,-0.04774021276394102,0.9082706766917292,1
RNF8+ctrl,0.37286237,0.9046877691210992,0.9789473684210527,1
SACM1L+ctrl,1.4189726,-0.5704653710514412,0.9864661654135337,1
GTF3C2+ctrl,0.4069099,0.8687328811689443,0.9413533834586465,1
UBR4+ctrl,1.5094146,-0.1083998370740198,0.9759398496240601,1
NBPF12+ctrl,1.1775756,0.4723178106989408,0.9428571428571428,1
ZBTB14+ctrl,0.9851101,-0.06644314513446992,0.7052631578947368,1
PPA1+ctrl,0.52556556,0.7149484975133499,0.9834586466165413,1
IK+ctrl,1.00963,0.1698078677905444,0.8601503759398496,1
INTS3+ctrl,0.29993457,0.96605858694094,0.9078601619836745,1
LMO2+ctrl,1.1429912,-0.16992880129424162,0.956390977443609,1
LTBP4+ctrl,0.707552,0.3093777271821278,0.9172932330827066,1
SPCS3+ctrl,0.31507286,0.8214204127453532,0.9458646616541352,1
SERF2+ctrl,0.87662697,0.023443408753898366,0.9451514731728906,1
DDX59+ctrl,0.45679933,0.8732637481432063,0.9533834586466164,1
METTL21A+ctrl,0.7702557,0.4819979203123169,0.863157894736842,1
TSR1+ctrl,0.3729155,0.8941310090353283,0.9203007518796992,1
BCL2L1+ctrl,3.9956915,-0.6180339941361267,0.9804511278195487,1
UBE2M+ctrl,0.48383668,0.8733430868413145,0.9609022556390976,1
IPO13+ctrl,0.41775995,0.9638052871268502,0.9522377506804738,1
CPSF3+ctrl,0.10465416,0.9442616269347093,0.9218045112781955,1
SF3A2+ctrl,0.33284664,0.9086112344942188,0.9819548872180449,1
MED24+ctrl,0.2682582,0.8427254935512191,0.8796992481203006,1
PUF60+ctrl,0.073023945,0.9676443282900408,0.6402471206279796,1
UNC45A+ctrl,0.47058716,0.8373534180516895,0.793984962406015,1
PRORP+ctrl,0.5972424,0.692018459380157,0.9338345864661652,1
MRPL34+ctrl,0.3245641,0.9292816878457497,0.9669172932330825,1
GART+ctrl,0.61212736,0.7733955289719451,0.5162581711288081,1
GAR1+ctrl,0.18389721,0.9678633668464062,0.7733442505088377,1
EIF3J+ctrl,0.7527681,0.7151963243760833,0.9473684210526315,1
EIF2B3+ctrl,0.56104535,0.9132541224554276,0.9626357061328705,1
SAMD4B+ctrl,1.0913147,0.21287405155456174,0.9203007518796992,1
SNRNP200+ctrl,0.285305,0.9849775036515952,0.9503759398496241,1
BCAR1+ctrl,10.499022,0.24825968051625863,0.9488721804511278,1
RBM10+ctrl,0.17209978,0.911876079780228,0.8781954887218045,1
NCL+ctrl,0.15084405,0.969235080654965,0.5908371943860689,1
CDC27+ctrl,0.42049575,0.891674039709843,0.7677837035563336,1
PPP1R7+ctrl,0.77774507,0.46623313579048564,0.7721294294780379,1
RCCD1+ctrl,1.2655936,-0.6230031395210621,0.9804511278195487,1
PAF1+ctrl,0.20545706,0.9521861813593329,0.971793976207877,1
LIN52+ctrl,0.35348877,0.9018423068654788,0.9097744360902256,1
SUPT20H+ctrl,1.3971863,0.37559895133634347,0.9578947368421054,1
CASC3+ctrl,0.661618,0.5275203327622836,0.9338345864661652,1
RPL26+ctrl,0.09746845,0.9919292445955152,0.697102990355943,1
MRPL32+ctrl,0.22448245,0.8885620249546599,0.9834586466165413,1
TTK+ctrl,0.31634688,0.9597210401256582,0.8917293233082706,1
NPLOC4+ctrl,0.5276276,0.8187213297202924,0.8150375939849623,1
MEX3A+ctrl,0.60423267,0.6401242496011872,0.9699248120300751,1
CENPW+ctrl,0.9203099,0.23464106577723645,0.9278195488721804,1
CCNK+ctrl,3.433129,-0.25185888573183096,0.9684210526315788,1
CLOCK+ctrl,0.9432183,0.2914154308922715,0.7924812030075187,1
SYS1+ctrl,0.14096788,0.9747793363582126,0.9669172932330825,1
HNRNPA1+ctrl,1.8207525,-0.4943110278746127,0.8807017543859648,1
INTS8+ctrl,0.105596915,0.9524108770028378,0.9248120300751879,1
CENPP+ctrl,0.22589709,0.9204061946080951,0.8099365343398185,1
CAPZB+ctrl,1.4412223,-0.15943436861923543,0.9533834586466164,1
GNB1L+ctrl,1.65912,0.6948794973559094,0.9714285714285714,1
CCT3+ctrl,0.06761513,0.986025117350642,0.5067669172932331,1
DHX9+ctrl,0.5056052,0.8334234033746937,0.9518796992481202,1
PSMA3+ctrl,0.009162934,0.9891365412727204,0.43075800317834595,1
MVK+ctrl,1.8372804,-0.4676418400347422,0.8150375939849623,1
SLC2A8+ctrl,0.48261535,0.8272023608605735,0.7499060327238803,1
ORC6+ctrl,0.37236738,0.9292791756926378,0.7845202770711084,1
TFRC+ctrl,4.920614,-0.044547809570125566,0.9157894736842105,1
UFL1+ctrl,2.184121,0.6863829616719216,0.9233082706766916,1
RBM15+ctrl,0.95562905,0.461719114271582,0.9503759398496241,1
SNRPA1+ctrl,0.32966334,0.9606469419523213,0.6924471170062064,1
CDC16+ctrl,0.20557253,0.9783525267956028,0.9864661654135337,1
NEDD1+ctrl,0.68415356,0.6947042980422335,0.9488721804511278,1
GTF2A1+ctrl,0.35719952,0.9366180699983386,0.9275019710031359,1
DDX1+ctrl,0.23174877,0.8954467843270265,0.9263157894736842,1
CCDC59+ctrl,1.1447121,-0.504929952763534,0.9669172932330825,1
NIFK+ctrl,0.4830804,0.4855459429730998,0.7370188319095549,1
ICE1+ctrl,0.38928223,0.9006458847100259,0.8890560989765562,1
UBE2H+ctrl,0.9132332,0.24668354703995587,0.9759398496240601,1
LSM4+ctrl,0.020176291,0.9951910648718209,0.8436090225563909,1
PALB2+ctrl,0.6176346,0.8472957828029283,0.8945793277551112,1
USP14+ctrl,0.47727484,0.6890177890866707,0.9593984962406013,1
RFT1+ctrl,0.54825056,0.5431612192869938,0.9533834586466164,1
SMG9+ctrl,0.9236457,0.10548173298115089,0.7488721804511278,1
TAF6L+ctrl,0.7961256,0.3482640552707397,0.9624060150375938,1
PSMG3+ctrl,0.37577814,0.8158560759215646,0.9654135338345864,1
DHDDS+ctrl,0.5066787,0.8822862356225502,0.9218045112781955,1
U2AF1+ctrl,0.4410029,0.9417818811303625,0.9593984962406013,1
YTHDC1+ctrl,0.60775334,0.8523084874925518,0.9353383458646616,1
NCKAP1+ctrl,0.9882295,0.1622636890149753,0.8236179597117842,1
TEFM+ctrl,1.2899549,-0.10907327459427038,0.9263157894736842,1
PSME1+ctrl,1.1139662,0.21547861398510954,0.8541353383458646,1
SUMO2+ctrl,0.83705574,0.7703348915188167,0.8863409256862858,1
